college,section,seats,instructor
Halifax Community College,PSY-241-3D1,1,"Wilson, R"
Halifax Community College,SAB-252-3D1,15,"Griggs, C"
Halifax Community College,SEC-110-3D1,9,"Obi, E"
Halifax Community College,SOC-210-32D2,0,TBA
Halifax Community College,SOC-210-3D3,4,"Fournier, S"
Halifax Community College,SOC-220-3D2,18,"McCray, K"
Halifax Community College,SOC-240-3D1,5,"Fournier, S"
Halifax Community College,SWK-113-3D1,14,"Plum, B"
Halifax Community College,WBL-110-31D1,26,"Cyrus, T"
Halifax Community College,WBL-110-32D2,26,"Blue, S"
Haywood Community College,ACA-115-IN1,6,"Holton, J"
Haywood Community College,ACA-115-IN2,9,"Wyatt, C"
Haywood Community College,ACA-115-IN3,15,"Warren, R"
Haywood Community College,ACA-115-IN6,5,"Rabby, D"
Haywood Community College,ACA-115-INA1,11,"Reason, E"
Haywood Community College,ACA-122-IN1,3,"Bond, C"
Haywood Community College,ACA-122-IN2,4,"Phillips, J"
Haywood Community College,ACA-122-IN3,6,"Greysen, K"
Haywood Community College,ACA-122-IN4,6,"Kincaid, S"
Haywood Community College,ACA-122-IN5,4,"Cusick, D"
Haywood Community College,ACA-122-IN6,3,"McElrath, S"
Haywood Community College,ACA-122-INA1,4,"Bond, C"
Haywood Community College,ACA-122-INA2,10,
Haywood Community College,ACC-120-IN1,7,"Weatherford, J"
Haywood Community College,ACC-129-IN1,19,"Weatherford, J"
Haywood Community College,ACC-150-IN1,9,"Kimmel, S"
Haywood Community College,ACC-220-IN1,19,"Weatherford, J"
Haywood Community College,ART-111-HIN1,12,"Volkan, A"
Haywood Community College,ART-111-IN1,6,"De Saillan, H"
Haywood Community College,ART-111-IN2,18,"Godfrey, M"
Haywood Community College,ART-111-INA1,16,"De Saillan, H"
Haywood Community College,AUB-112-W1,18,"Hicks, M"
Haywood Community College,AUB-160-IN1,16,"Hicks, M"
Haywood Community College,BIO-111-IN1,6,"Roberts, S"
Haywood Community College,BIO-111-IN2,9,"Roberts, S"
Haywood Community College,BIO-111-INA1,11,"Cusick, D"
Haywood Community College,BIO-168-IN1,10,"Lowe, L"
Haywood Community College,BIO-169-IN1,9,"Sherman, J"
Haywood Community College,BIO-175-IN1,15,"Lowe, L"
Haywood Community College,BUS-110-IN1,2,"Weatherford, J"
Haywood Community College,BUS-110-INA1,2,"Gould, K"
Haywood Community College,BUS-125-IN1,5,"Carpenter, M"
Haywood Community College,BUS-255-IN1,25,"Carpenter, M"
Haywood Community College,CCT-240-IN1,23,"Wright, H"
Haywood Community College,CIS-110-IN1,2,"Andrews, J"
Haywood Community College,CIS-110-INA1,2,"Andrews, J"
Haywood Community College,CIS-115-IN1,19,"Barrier, T"
Haywood Community College,CJC-111-IN1,4,"Wyatt, C"
Haywood Community College,CJC-112-IN1,21,"Wyatt, C"
Haywood Community College,CJC-121-IN1,15,"Wyatt, C"
Haywood Community College,CJC-141-IN1,22,"Gudac, G"
Haywood Community College,CJC-160-IN1,22,"Wyatt, C"
Haywood Community College,CJC-214-IN1,22,"Wolfe, B"
Haywood Community College,CJC-221-INA1,22,"Wolfe, B"
Haywood Community College,COM-120-IN1,6,"Greysen, K"
Haywood Community College,COM-231-IN1,4,"Greysen, K"
Haywood Community College,COM-231-IN2,8,"Greysen, K"
Haywood Community College,COM-231-IN3,10,"Greysen, K"
Haywood Community College,COM-231-IN6,3,"Greysen, K"
Haywood Community College,COS-111-IN1,7,"Gilchrist, C"
Haywood Community College,COS-115-IN1,10,"Gilchrist, C"
Haywood Community College,CTI-140-IN1,19,"Allen, M"
Haywood Community College,CTS-115-IN1,14,"Andrews, J"
Haywood Community College,CTS-120-IN1,21,"Allen, M"
Haywood Community College,CTS-240-IN1,23,"Harrison, K"
Haywood Community College,DFT-151-IN1,29,"Cabe, D"
Haywood Community College,DFT-154-IN1,27,"Holton, J"
Haywood Community College,ECO-251-IN1,3,"Morgan, E"
Haywood Community College,ECO-252-IN1,13,"Carpenter, M"
Haywood Community College,EDU-119-IN1,5,"Dean, E"
Haywood Community College,EDU-119-IN2,19,"Mathis, S"
Haywood Community College,EDU-119-INA1,18,"Mathis, S"
Haywood Community College,EDU-131-IN1,5,"Mathis, S"
Haywood Community College,EDU-144-IN1,7,"Mathis, S"
Haywood Community College,EDU-145-IN1,8,"Kincaid, S"
Haywood Community College,EDU-146-IN1,17,"Kincaid, S"
Haywood Community College,EDU-151-IN1,10,"Dean, E"
Haywood Community College,EDU-153-IN1,11,"Mathis, S"
Haywood Community College,EDU-216-INA1,3,"Kincaid, S"
Haywood Community College,EDU-221-IN1,23,"Dean, E"
Haywood Community College,EDU-234-IN1,8,"Dean, E"
Haywood Community College,EDU-235-IN1,21,"Mathis, S"
Haywood Community College,EDU-259-INA1,15,"Kincaid, S"
Haywood Community College,EDU-261-IN1,16,"Kincaid, S"
Haywood Community College,EDU-262-INA1,6,"Kincaid, S"
Haywood Community College,EDU-284-IN1,10,"Dean, E"
Haywood Community College,EGR-150-IN1,6,"Pacheco, Z"
Haywood Community College,ELC-118-IN1,2,"Jefferson, A"
Haywood Community College,ELC-119-IN1,4,"Jefferson, A"
Haywood Community College,ENG-002-IN1,5,"Floyd, J"
Haywood Community College,ENG-110-IN1,6,"Studenc, M"
Haywood Community College,ENG-111-IN1,4,"Strivelli, M"
Haywood Community College,ENG-111-IN2,4,"Dalton, K"
Haywood Community College,ENG-111-IN3,2,"Floyd, J"
Haywood Community College,ENG-111-IN4,2,"Floyd, J"
Haywood Community College,ENG-111-IN5,9,"McElrath, S"
Haywood Community College,ENG-111-IN6,6,"Couch, C"
Haywood Community College,ENG-111-IN7,2,"Couch, C"
Haywood Community College,ENG-111-IN8,9,"Couch, C"
Haywood Community College,ENG-111-IN9,3,"McElrath, S"
Haywood Community College,ENG-111-INA1,5,"Dalton, K"
Haywood Community College,ENG-111-INA2,15,"Beatty, R"
Haywood Community College,ENG-112-IN1,5,"Dalton, K"
Haywood Community College,ENG-112-IN2,11,"McElrath, S"
Haywood Community College,ENG-112-IN3,13,"McElrath, S"
Haywood Community College,ENG-112-IN4,3,"McElrath, S"
Haywood Community College,ENG-112-INA1,5,"Couch, C"
Haywood Community College,ENG-232-IN1,23,"Couch, C"
Haywood Community College,ETR-220-IN1,25,"Carpenter, M"
Haywood Community College,FOR-121-IN1,11,"Goure, K"
Haywood Community College,FOR-171-IN1,0,"Storm, A"
Haywood Community College,FOR-173AB-IN1,17,"Hahn, G"
Haywood Community College,FOR-225AB-IN1,0,"Storm, A"
Haywood Community College,FOR-241AB-IN1,45,"Woods, W"
Haywood Community College,FWL-124AB-IN1,1,"Woods, W"
Haywood Community College,FWL-142-IN1,8,"Woods, W"
Haywood Community College,FWL-242-99,0,"Woods, W"
Haywood Community College,HEA-110-IN1,3,"Coulson, C"
Haywood Community College,HEA-110-IN2,12,"Coulson, C"
Haywood Community College,HIS-111-IN1,12,"Wampler, S"
Haywood Community College,HIS-111-INA1,16,"Wampler, S"
Haywood Community College,HIS-112-INA1,7,"Wampler, S"
Haywood Community College,HIS-131-IN1,6,"Wampler, S"
Haywood Community College,HIS-131-IN2,2,"Wampler, S"
Haywood Community College,HIS-131-IN3,8,"Wampler, S"
Haywood Community College,HIS-132-IN1,4,"Wampler, S"
Haywood Community College,HUM-115-IN1,8,"Phillips, J"
Haywood Community College,HUM-115-INA1,12,"Phillips, J"
Haywood Community College,HUM-121-INA1,20,"Wampler, S"
Haywood Community College,HUM-160-IN1,8,"Phillips, J"
Haywood Community College,HUM-220-IN1,2,"Phillips, J"
Haywood Community College,HUM-220-IN2,10,"Phillips, J"
Haywood Community College,MAC-151-IN1,16,"Cabe, D"
Haywood Community College,MAT-003-IN1,5,"Weber, S"
Haywood Community College,MAT-010-IN1,16,"Horton, L"
Haywood Community College,MAT-071-IN1,19,"Lee, T"
Haywood Community College,MAT-143-IN1,22,"Lee, T"
Haywood Community College,MAT-143-IN2,2,"Winfree, J"
Haywood Community College,MAT-143-IN3,11,"Winfree, J"
Haywood Community College,MAT-143-IN4,24,"Beamer, T"
Haywood Community College,MAT-171-IN1,3,"Lee, T"
Haywood Community College,MAT-171-IN2,4,"Winfree, J"
Haywood Community College,MAT-171-IN3,4,"Winfree, J"
Haywood Community College,MAT-171-IN4,1,"Lee, T"
Haywood Community College,MAT-172-IN1,4,"Yager, S"
Haywood Community College,MAT-271-IN1,13,"Beamer, T"
Haywood Community College,MED-114-IN1,2,"White, D"
Haywood Community College,MED-116-IN1,9,"Wijewickrama, J"
Haywood Community College,MED-121-IN1,4,"White, D"
Haywood Community College,MED-122-IN1,24,"Wijewickrama, J"
Haywood Community College,MED-150AB-IN1,12,"Davis, L"
Haywood Community College,MED-272-IN1,20,"Wijewickrama, J"
Haywood Community College,MKT-223-IN1,28,"Carpenter, M"
Haywood Community College,MUS-110-IN1,8,"Denson, J"
Haywood Community College,MUS-110-IN2,21,"Neidlinger, S"
Haywood Community College,MUS-112-INA1,17,"Neidlinger, S"
Haywood Community College,NOS-230-IN1,24,"Andrews, J"
Haywood Community College,OST-136-IN1,4,"White, D"
Haywood Community College,OST-148-IN1,6,"Wijewickrama, J"
Haywood Community College,OST-149-IN1,15,"Wijewickrama, J"
Haywood Community College,OST-264-IN1,16,"White, D"
Haywood Community College,OST-280-IN1,11,"White, D"
Haywood Community College,PCD-110-IN1,12,"Reason, E"
Haywood Community College,PCF-120-IN1,22,"Putansu, A"
Haywood Community College,PCF-210-IN1,26,"Putansu, A"
Haywood Community College,PCJ-121-IN1,21,"Blanton, R"
Haywood Community College,PCR-210AB-IN1,18,"Wurst, B"
Haywood Community College,PCR-212-IN1,19,"Putansu, A, Blanton, R, Reason, E, Wurst, B"
Haywood Community College,POL-120-IN1,13,"Morgan, E"
Haywood Community College,PSY-150-IN1,1,"Parker, J"
Haywood Community College,PSY-150-IN2,2,"Parker, J"
Haywood Community College,PSY-150-IN3,10,"Wampler, S"
Haywood Community College,PSY-150-IN4,11,"Wampler, S"
Haywood Community College,PSY-150-IN5,0,"Wampler, S"
Haywood Community College,PSY-150-IN6,22,"Wampler, S"
Haywood Community College,PSY-150-INA1,7,"Wampler, S"
Haywood Community College,PSY-241-IN1,1,"Parker, J"
Haywood Community College,PSY-281-IN1,9,"Wampler, S"
Haywood Community College,REL-110-IN1,1,"Phillips, J"
Haywood Community College,SEC-110-IN1,19,"Andrews, J"
Haywood Community College,SOC-210-IN1,3,"Watson, R"
Haywood Community College,SOC-213-IN1,12,"Watson, R"
Haywood Community College,SPA-111-IN1,2,"Bond, C"
Haywood Community College,SPA-111-IN2,16,"Bond, C"
Haywood Community College,SPA-112-IN1,25,"Bond, C"
Haywood Community College,WEB-210-IN1,27,"Andrews, J"
Pitt Community College,ACA-090-04IN,4,"Simonowich, P"
Pitt Community College,ACA-090-05IN,2,"Bush, R"
Pitt Community College,ACA-090-10IN,2,"Bush, R"
Pitt Community College,ACA-090-13IN,18,
Pitt Community College,ACA-111-01IN,1,"King, D"
Pitt Community College,ACA-111-02IN,6,"Dixon, L"
Pitt Community College,ACA-111-03IN,10,"Ceres, S"
Pitt Community College,ACA-111-04IN,2,"Dixon, L"
Pitt Community College,ACA-111-05IN,1,"King, D"
Pitt Community College,ACA-111-06IN,5,"King, D"
Pitt Community College,ACA-111-07IN,5,"King, D"
Pitt Community College,ACA-111-08IN,2,"King, D"
Pitt Community College,ACA-111-09IN,10,"Ceres, S"
Pitt Community College,ACA-111-10IN,1,"Dixon, L"
Pitt Community College,ACA-111-11IN,5,"Ceres, S"
Pitt Community College,ACA-111-12IN,2,"Dixon, L"
Pitt Community College,ACA-111-13IN,7,"Stephenson, A"
Pitt Community College,ACA-111-14IN,3,"Dixon, L"
Pitt Community College,ACA-111-15IN,3,"Ceres, S"
Pitt Community College,ACA-111-20IN,5,"Simonowich, P"
Pitt Community College,ACA-111-21IN,3,"Simonowich, P"
Pitt Community College,ACA-111-22IN,3,"Simonowich, P"
Pitt Community College,ACA-111-23IN,5,"Clinefelter, C"
Pitt Community College,ACA-111-24IN,1,"Jesmer, N"
Pitt Community College,ACA-111-25IN,1,"Jesmer, N"
Pitt Community College,ACA-111-26IN,0,"Jesmer, N"
Pitt Community College,ACA-111-27IN,4,"Stephenson, A"
Pitt Community College,ACA-111-28IN,6,"Jones, T"
Pitt Community College,ACA-111-29IN,3,"Poyner, D"
Pitt Community College,ACA-111-30IN,0,"Lee, C"
Pitt Community College,ACA-111-31IN,9,"Clinefelter, S"
Pitt Community College,ACA-111-32IN,6,"Speas, K"
Pitt Community College,ACA-111-33IN,1,"Waters, K"
Pitt Community College,ACA-111-34IN,3,"Mathews, S"
Pitt Community College,ACA-111-36IN,0,"Simonowich, P"
Pitt Community College,ACA-111-80IN,3,"Carrere, J"
Pitt Community College,ACA-111-81IN,1,"Bain, A"
Pitt Community College,ACA-122-01IN,2,"Ceres, S"
Pitt Community College,ACA-122-02IN,2,"Joyner, D"
Pitt Community College,ACA-122-03IN,1,"Dixon, L"
Pitt Community College,ACA-122-04IN,5,"Joyner, D"
Pitt Community College,ACA-122-06IN,3,"King, D"
Pitt Community College,ACA-122-07IN,2,"Ceres, S"
Pitt Community College,ACA-122-09IN,3,"King, D"
Pitt Community College,ACA-122-10IN,0,"Joyner, D"
Pitt Community College,ACA-122-11IN,3,"Dixon, L"
Pitt Community College,ACA-122-12IN,2,"Joyner, D"
Pitt Community College,ACA-122-13IN,5,"Nichols, Z"
Pitt Community College,ACA-122-14IN,2,"Chamberlain, L"
Pitt Community College,ACA-122-15IN,2,"Chamberlain, L"
Pitt Community College,ACA-122-16IN,2,"Chamberlain, L"
Pitt Community College,ACA-122-17IN,3,"Chamberlain, L"
Pitt Community College,ACA-122-18IN,3,"Chamberlain, L"
Pitt Community College,ACA-122-19IN,3,"Joyner, D"
Pitt Community College,ACA-122-20IN,1,"King, D"
Pitt Community College,ACA-122-21IN,2,"Dixon, L"
Pitt Community College,ACA-122-22IN,4,"Ceres, S"
Pitt Community College,ACA-122-49IN,8,"Goodman, C"
Pitt Community College,ACA-122-50IN,8,"Goodman, C"
Pitt Community College,ACA-122-80IN,1,"Waddell, R"
Pitt Community College,ACC-111-02IN,1,"Rhem, D"
Pitt Community College,ACC-120-05IN,4,"Flower, C"
Pitt Community College,ACC-120-06IN,4,"Flower, C"
Pitt Community College,ACC-120-07IN,0,"Harrell, S"
Pitt Community College,ACC-120-08IN,2,"Daugherty, J"
Pitt Community College,ACC-121-03IN,0,"Mozingo, K"
Pitt Community College,ACC-150-01IN,12,"Dorsey, A"
Pitt Community College,ACC-267-01IN,5,"Mozingo, K"
Pitt Community College,ACC-269-01IN,15,"Broadwell, T"
Pitt Community College,AHR-213-01IN,0,"Drury, K"
Pitt Community College,AHR-213-02IN,0,"Drury, K"
Pitt Community College,ARC-230-02IN,6,"Hofler, W"
Pitt Community College,ARC-231-80HY,1,"Markland, L"
Pitt Community College,ART-111-01IN,1,"Crowell, C"
Pitt Community College,ART-111-02IN,3,"Amante, M"
Pitt Community College,ART-111-03IN,4,"Amante, M"
Pitt Community College,ART-111-04IN,3,"Krutsch, J"
Pitt Community College,ART-111-05IN,0,"Barrow, K"
Pitt Community College,ART-111-06IN,0,"Crowell, C"
Pitt Community College,ART-111-07IN,1,"Hill, M"
Pitt Community College,ART-111-08IN,2,"Lloyd, C"
Pitt Community College,ART-111-09IN,2,"Barrow, K"
Pitt Community College,ART-111-10IN,1,"Hill, M"
Pitt Community College,ART-111-17IN,4,"Valentine, C"
Pitt Community College,ART-111-21IN,2,"Hayes, P"
Pitt Community College,ART-111-22IN,5,"Steiner, E"
Pitt Community College,ART-111-23IN,1,"Smith, E"
Pitt Community College,ART-111-24IN,0,"Smith, E"
Pitt Community College,ART-111-29IN,1,"Steiner, E"
Pitt Community College,ART-111-32IN,3,"Hill, M"
Pitt Community College,ART-111-33IN,0,"Smith, E"
Pitt Community College,ART-111-34IN,5,"Valentine, C"
Pitt Community College,ART-111-35IN,1,"Hargroder, L"
Pitt Community College,ART-111-36IN,1,"Lang, J"
Pitt Community College,ART-111-37IN,0,"Lang, J"
Pitt Community College,ART-111-38IN,0,"Steiner, E"
Pitt Community College,ART-111-39IN,7,"Krutsch, J"
Pitt Community College,ART-111-40IN,15,"Hargroder, L"
Pitt Community College,ART-114-01IN,4,"Modlin, M"
Pitt Community College,ART-114-02IN,7,"Modlin, M"
Pitt Community College,ART-114-03IN,4,"Hayes, P"
Pitt Community College,ART-115-01IN,10,"Crowell, C"
Pitt Community College,ART-115-04IN,7,"Amante, M"
Pitt Community College,ART-117-01IN,10,"Amante, M"
Pitt Community College,ART-131-04IN,3,"Koontz, L"
Pitt Community College,ART-171-01IN,3,"Knedler, E"
Pitt Community College,ART-260-01IN,13,"Keough, P"
Pitt Community College,ART-275-02IN,8,"Knedler, E"
Pitt Community College,ASL-111-01IN,11,"Franklin, N"
Pitt Community College,ASL-111-02IN,13,"Franklin, N"
Pitt Community College,ASL-111-03IN,14,"Franklin, N"
Pitt Community College,ASL-112-01IN,20,"Franklin, N"
Pitt Community College,ASL-181-01IN,11,"Franklin, N"
Pitt Community College,ASL-181-02IN,13,"Franklin, N"
Pitt Community College,ASL-181-80IN,14,"Franklin, N"
Pitt Community College,ASL-182-01IN,20,"Franklin, N"
Pitt Community College,AST-111-03IN,9,"Goodman, C"
Pitt Community College,AST-111-80IN,0,"Goodman, C"
Pitt Community College,AST-111-81IN,1,"Goodman, C"
Pitt Community College,BAF-143-01IN,12,"Taylor, D"
Pitt Community College,BIO-110-01IN,5,"Clift, L"
Pitt Community College,BIO-110-02IN,0,"Clift, L"
Pitt Community College,BIO-110-03IN,6,"Chauncey, S"
Pitt Community College,BIO-110-04IN,3,"Chauncey, S"
Pitt Community College,BIO-110-06IN,2,"Chauncey, S"
Pitt Community College,BIO-110-07IN,7,"Chauncey, S"
Pitt Community College,BIO-110-09IN,12,"Clift, L"
Pitt Community College,BIO-111-05IN,3,"Bivans, D"
Pitt Community College,BIO-111-06IN,4,"Bivans, D"
Pitt Community College,BIO-111-07IN,4,"Bivans, D"
Pitt Community College,BIO-111-08IN,6,"Atchison, T"
Pitt Community College,BIO-111-09IN,6,"Bivans, D"
Pitt Community College,BIO-140-01IN,19,"Bivans, D"
Pitt Community College,BIO-140A-01IN,19,"Chauncey, S"
Pitt Community College,NMT-222-01IN,1,"Moore, S"
Pitt Community College,NMT-222A-01IN,1,"Moore, S"
Pitt Community College,NOS-120-01IN,13,"Robison, G"
Pitt Community College,NOS-130-01IN,1,"Jeansonne, J"
Pitt Community College,NOS-220-01IN,14,"Robison, G"
Pitt Community College,NOS-230-01IN,9,"Jeansonne, J"
Pitt Community College,OST-122-01IN,16,"Worthington, K"
Pitt Community College,OST-131-03IN,2,"Register, K"
Pitt Community College,OST-131-04IN,4,"Worthington, K"
Pitt Community College,OST-131-05IN,5,"Register, K"
Pitt Community College,OST-131-60IN,15,"Register, K"
Pitt Community College,OST-131-62IN,19,
Pitt Community College,OST-134-02IN,11,"Worthington, K"
Pitt Community College,OST-134-03IN,11,"Register, K"
Pitt Community College,OST-136-02IN,7,"Register, K"
Pitt Community College,OST-137-04IN,6,"Worthington, K"
Pitt Community College,OST-137-05IN,6,"Lupton, R"
Pitt Community College,OST-137-06IN,13,"Lupton, R"
Pitt Community College,OST-137-60IN,12,"Lupton, R"
Pitt Community College,OST-137-61IN,17,
Pitt Community College,OST-138-02IN,5,"Worthington, K"
Pitt Community College,OST-148-02IN,4,"Tenpenny, W"
Pitt Community College,OST-148-03IN,0,"Tenpenny, W"
Pitt Community College,OST-149-02IN,5,"Smith, S"
Pitt Community College,OST-149-03IN,3,"Woolard, A"
Pitt Community College,OST-149-60IN,19,"Holder, V"
Pitt Community College,OST-149-62IN,17,
Pitt Community College,OST-153-01IN,18,"Daugherty, J"
Pitt Community College,OST-164-02IN,1,"Jackson, B"
Pitt Community College,OST-181-01IN,15,"Register, K"
Pitt Community College,OST-184-02IN,11,"Lupton, R"
Pitt Community College,OST-243-02IN,7,"Woolard, A"
Pitt Community College,OST-247-02IN,2,"McLawhorn, M"
Pitt Community College,OST-248-02IN,0,"Tenpenny, W"
Pitt Community College,OST-248-04IN,6,"Gooding, C"
Pitt Community College,OST-249-60IN,18,"McLawhorn, M"
Pitt Community College,OST-250-01IN,9,"Tenpenny, W"
Pitt Community College,OST-260-01IN,12,"Tenpenny, W"
Pitt Community College,OST-263-01IN,2,"Tenpenny, W"
Pitt Community College,OST-264-01IN,21,"Tenpenny, W"
Pitt Community College,OST-280-02IN,1,"Woolard, A"
Pitt Community College,OST-286-02IN,2,"Lupton, R"
Pitt Community College,OST-286-03IN,12,"Lupton, R"
Pitt Community College,OST-286-60IN,17,"Lupton, R"
Pitt Community College,OST-286-61IN,22,
Pitt Community College,OST-288-01IN,11,"Woolard, A"
Pitt Community College,OTA-110-01IN,15,"Andrews, C"
Pitt Community College,PED-110-01IN,0,"Ramey, J"
Pitt Community College,PED-110-02IN,7,"Ramey, J"
Pitt Community College,PED-110-06CH,0,"Owens, F"
Pitt Community College,PED-110-07CH,0,"Owens, F"
Pitt Community College,PED-110-08CH,0,"Owens, F"
Pitt Community College,PET-112-01IN,3,"Clinefelter, S"
Pitt Community College,PET-125-01IN,3,"Griffith, T"
Pitt Community College,PET-225-01IN,4,"Griffith, T"
Pitt Community College,PHI-240-02IN,2,"Daniels, C"
Pitt Community College,PHI-240-03IN,0,"Daniels, C"
