college,section,credits,instructor,meeting_info,location
Wayne Community College,WBL-131-DT05 WBL-131 Work-Based Learning III,1,"Byrd, D"," - TBD 1/6/2021 - 3/2/2021  Off Campus Locations, To Be Announced TBATBD Work Experience  Meeting Times TBD ","[' Off Campus Locations, To Be Announced TBATBD Work Experience ', '']"
Wayne Community College,WBL-132-DT01 WBL-132 Work-Based Learning III,2,"Jordan, B"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, To Be Announced TBATBD Work Experience  Meeting Times TBD ","[' Off Campus Locations, To Be Announced TBATBD Work Experience ', '']"
Wayne Community College,WBL-132-DT02 WBL-132 Work-Based Learning III,2,"Byrd, D"," - TBD 1/6/2021 - 3/2/2021  Off Campus Locations, To Be Announced TBATBD Work Experience  Meeting Times TBD ","[' Off Campus Locations, To Be Announced TBATBD Work Experience ', '']"
Wayne Community College,WBL-132-DT03 WBL-132 Work-Based Learning III,2,"Legrand, E"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, To Be Announced TBATBD Work Experience  Meeting Times TBD ","[' Off Campus Locations, To Be Announced TBATBD Work Experience ', '']"
Wayne Community College,WEB-151-IN01 WEB-151 Mobile Application Dev I,3,"Kaye, C"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,WLD-112-DT01 WLD-112 Basic Welding Processes,2,"Pate, C"," M 9:00 AM - 9:55 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 160TBD Classroom Hours  M 10:00 AM - 12:55 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 170TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Hocutt Building 160TBD Classroom Hours ', ' Main Campus, Hocutt Building 170TBD Lab/Shop Hours ', '']"
Wayne Community College,WLD-112-ET01 WLD-112 Basic Welding Processes,2,"Wise, W"," W 6:00 PM - 6:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 160TBD Classroom Hours  W 7:00 PM - 9:45 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 170TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Hocutt Building 160TBD Classroom Hours ', ' Main Campus, Hocutt Building 170TBD Lab/Shop Hours ', '']"
Wayne Community College,WLD-116-DT01 WLD-116 SMAW (stick) Plate/Pipe,4,"Pate, C"," T 9:00 AM - 9:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 160TBD Classroom Hours  T 10:00 AM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 170TBD Lab/Shop Hours  Th 9:00 AM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 170TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Hocutt Building 160TBD Classroom Hours ', ' Main Campus, Hocutt Building 170TBD Lab/Shop Hours ', ' Main Campus, Hocutt Building 170TBD Lab/Shop Hours ', '']"
Wayne Community College,WLD-122-DT01 WLD-122 GMAW (MIG) Plate/Pipe,3,"Pate, C"," W 12:00 PM - 12:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 160TBD Classroom Hours  W/F 9:00 AM - 11:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 170TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Hocutt Building 160TBD Classroom Hours ', ' Main Campus, Hocutt Building 170TBD Lab/Shop Hours ', '']"
Wayne Community College,WLD-131-DT01 WLD-131 GTAW (TIG) Plate,4,"Bittrich, W"," T/Th 2:00 PM - 2:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 160TBD Classroom Hours  T/Th 3:00 PM - 5:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 170TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Hocutt Building 160TBD Classroom Hours ', ' Main Campus, Hocutt Building 170TBD Lab/Shop Hours ', '']"
Wayne Community College,WLD-131-ET01 WLD-131 GTAW (TIG) Plate,4,"Wise, W"," T/Th 6:00 PM - 6:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 160TBD Classroom Hours  T/Th 7:00 PM - 9:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 170TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Hocutt Building 160TBD Classroom Hours ', ' Main Campus, Hocutt Building 170TBD Lab/Shop Hours ', '']"
Wayne Community College,ANT-210-IN01 ANT-210 General Anthropology,3,"Harrell, B"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-111-DT01G ART-111 Art Appreciation,3,"Waller, A"," T/Th 8:00 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Azalea 204TBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Azalea 204TBD Classroom Hours ', '']"
Wayne Community College,ART-111-DT02G ART-111 Art Appreciation,3,"Waller, A"," T/Th 9:30 AM - 10:45 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Azalea 204TBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Azalea 204TBD Classroom Hours ', '']"
Wayne Community College,ART-111-EHB85 ART-111 Art Appreciation,3,"Beamon, S"," W 5:30 PM - 8:15 PM TBD 3/4/2021 - 5/5/2021  Seymour Johnson Air Force Base, Seymour Johnson Air Force Base SJABTBD Classroom Hours  - TBD 3/4/2021 - 5/5/2021  Seymour Johnson Air Force Base, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Seymour Johnson Air Force Base, Seymour Johnson Air Force Base SJABTBD Classroom Hours ', ' Seymour Johnson Air Force Base, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-111-IN01 ART-111 Art Appreciation,3,"Smith, C"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-111-IN02 ART-111 Art Appreciation,3,"Smith, C"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-111-IN03 ART-111 Art Appreciation,3,"Smith, C"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-111-IN04 ART-111 Art Appreciation,3,"Keough, P"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-111-IN05 ART-111 Art Appreciation,3,"Keough, P"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-111-IN06 ART-111 Art Appreciation,3,Staff," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-111-IN55 ART-111 Art Appreciation,3,"Beamon, S"," - TBD 1/6/2021 - 3/2/2021  Seymour Johnson Air Force Base, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Seymour Johnson Air Force Base, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-114-IN01 ART-114 Art History Survey I,3,"Keough, P"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,ART-115-DT01G ART-115 Art History Survey II,3,"Waller, A"," T/Th 11:00 AM - 12:15 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Azalea 204TBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Azalea 204TBD Classroom Hours ', '']"
Wayne Community College,ART-121-DT01 ART-121 Two-Dimensional Design,3,"Waller, A"," M/W 8:00 AM - 10:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-121-DT02 ART-121 Two-Dimensional Design,3,"Waller, A"," M/W 11:00 AM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-122-DT01 ART-122 Three-Dimensional Design,3,"Waller, A"," M/W 8:00 AM - 10:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-122-DT02 ART-122 Three-Dimensional Design,3,"Waller, A"," M/W 11:00 AM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-131-DT01 ART-131 Drawing I,3,"Waller, A"," M/W 8:00 AM - 10:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-132-DT01 ART-132 Drawing II,3,"Waller, A"," M/W 8:00 AM - 10:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-132-DT02 ART-132 Drawing II,3,"Waller, A"," M/W 11:00 AM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-240-DT01 ART-240 Painting I,3,"Waller, A"," M/W 11:00 AM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-241-DT01 ART-241 Painting II,3,"Waller, A"," M/W 8:00 AM - 10:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-241-DT02 ART-241 Painting II,3,"Waller, A"," M/W 11:00 AM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-288-DT01 ART-288 Studio,3,"Waller, A"," M/W 8:00 AM - 10:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ART-288-DT02 ART-288 Studio,3,"Waller, A"," M/W 11:00 AM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Dogwood 206TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, Dogwood 206TBD Lab/Shop Hours ', '']"
Wayne Community College,ATR-112-DH01 ATR-112 Intro to Automation,3,"Knotts, S"," - TBD 1/6/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  W 3:00 PM - 5:00 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 250TBD Lab/Shop Hours  Th 9:00 AM - 12:00 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 250TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, ON LINETBD Classroom Hours ', ' Main Campus, Hocutt Building 250TBD Lab/Shop Hours ', ' Main Campus, Hocutt Building 250TBD Lab/Shop Hours ', '']"
Wayne Community College,ATR-218-DH01 ATR-218 Work Cell Integration,3,"Knotts, S"," - TBD 1/6/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  W 9:00 AM - 11:50 AM TBD 1/6/2021 - 5/5/2021  Main Campus, Hocutt Building 250TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, ON LINETBD Classroom Hours ', ' Main Campus, Hocutt Building 250TBD Lab/Shop Hours ', '']"
Wayne Community College,ATR-280-DH01 ATR-280 Robotic Fundamentals,4,"McArthur, B"," - TBD 1/6/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  T 1:00 PM - 3:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Azalea 201TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, ON LINETBD Classroom Hours ', ' Main Campus, Azalea 201TBD Lab/Shop Hours ', '']"
Wayne Community College,ATT-125-DH01 ATT-125 Hybrid-Electric Trans,4,"Jordan, B"," Th 1:00 PM - 2:00 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Ash 207TBD Classroom Hours  Th 2:10 PM - 5:20 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 1/7/2021 - 4/29/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 207TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUB-112-DH03 AUB-112 Painting & Refinishing II,4,"Jernigan, J"," M/T/W/Th 8:00 AM - 8:40 AM TBD 3/23/2021 - 5/5/2021  Main Campus, Ash 208TBD Classroom Hours  M/T/W/Th 9:00 AM - 1:05 PM TBD 3/23/2021 - 5/5/2021  Main Campus, Ash 150TBD Lab/Shop Hours  - TBD 3/23/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 208TBD Classroom Hours ', ' Main Campus, Ash 150TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUB-114-EH03 AUB-114 Special Finishes,2,Staff," W 6:30 PM - 7:20 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Ash 208TBD Classroom Hours  W 7:30 PM - 9:00 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Ash 150TBD Lab/Shop Hours  - TBD 1/6/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 208TBD Classroom Hours ', ' Main Campus, Ash 150TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUB-122-DH03 AUB-122 Non-Structural Damage II,4,"Jernigan, J"," M/T/W/Th 8:00 AM - 8:40 AM TBD 2/15/2021 - 3/22/2021  Main Campus, Ash 208TBD Classroom Hours  M/T/W/Th 9:00 AM - 1:05 PM TBD 2/15/2021 - 3/22/2021  Main Campus, Ash 150TBD Lab/Shop Hours  - TBD 2/15/2021 - 3/22/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 208TBD Classroom Hours ', ' Main Campus, Ash 150TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUB-132-DH03 AUB-132 Structural Damage II,4,"Jernigan, J"," M/T/W/Th 8:00 AM - 8:40 AM TBD 1/6/2021 - 2/11/2021  Main Campus, Ash 208TBD Classroom Hours  M/T/W/Th 9:00 AM - 1:05 PM TBD 1/6/2021 - 2/11/2021  Main Campus, Ash 150TBD Lab/Shop Hours  - TBD 1/6/2021 - 2/11/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 208TBD Classroom Hours ', ' Main Campus, Ash 150TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUB-141-DH01 AUB-141 Mech & Elec Components I,3,"Keel, J"," M/T/W/Th 1:00 PM - 1:50 PM TBD 4/13/2021 - 5/5/2021  Main Campus, Ash 202TBD Classroom Hours  M/T/W/Th 2:00 PM - 5:15 PM TBD 4/13/2021 - 5/5/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 4/13/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 202TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUC-112-EH03 AUC-112 Auto Custom Fabrication,4,Staff," M/T 6:30 PM - 7:20 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Ash 208TBD Classroom Hours  M/T 7:30 PM - 9:10 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Ash 150TBD Lab/Shop Hours  - TBD 1/6/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 208TBD Classroom Hours ', ' Main Campus, Ash 150TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-116-DH01 AUT-116 Engine Repair,3,"Keel, J"," M/T/W/Th 1:00 PM - 1:50 PM TBD 1/6/2021 - 2/1/2021  Main Campus, Ash 123TBD Classroom Hours  M/T/W/Th 2:00 PM - 5:15 PM TBD 1/6/2021 - 2/1/2021  Main Campus, Ash 123TBD Lab/Shop Hours  - TBD 1/6/2021 - 2/1/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 123TBD Classroom Hours ', ' Main Campus, Ash 123TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-141-DH01 AUT-141 Suspension & Steering Sys,3,"Keel, J"," M/T/W/Th 1:00 PM - 1:50 PM TBD 4/13/2021 - 5/5/2021  Main Campus, Ash 202TBD Classroom Hours  M/T/W/Th 2:00 PM - 5:15 PM TBD 4/13/2021 - 5/5/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 4/13/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 202TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-141-DH02 AUT-141 Suspension & Steering Sys,3,"Braswell, J"," M/T/W/Th 8:00 AM - 9:15 AM TBD 2/11/2021 - 3/8/2021  Main Campus, Ash 203TBD Classroom Hours  M/T/W/Th 9:25 AM - 12:20 PM TBD 2/11/2021 - 3/8/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 2/11/2021 - 3/8/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 203TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-151-DH01 AUT-151 Brake Systems,3,"Keel, J"," M/T/W/Th 1:00 PM - 1:50 PM TBD 3/11/2021 - 4/12/2021  Main Campus, Ash 202TBD Classroom Hours  M/T/W/Th 2:00 PM - 5:15 PM TBD 3/11/2021 - 4/12/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 3/11/2021 - 4/12/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 202TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-151-DH02 AUT-151 Brake Systems,3,"Braswell, J"," M/T/W/Th 8:00 AM - 9:15 AM TBD 3/9/2021 - 3/31/2021  Main Campus, Ash 203TBD Classroom Hours  M/T/W/Th 9:25 AM - 12:20 PM TBD 3/9/2021 - 3/31/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 3/9/2021 - 3/31/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 203TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-183-DH02 AUT-183 Engine Performance 2,4,"Byrd, D"," M/T/W/Th 8:00 AM - 8:50 AM TBD 2/15/2021 - 3/18/2021  Main Campus, Ash 201TBD Classroom Hours  M/T/W/Th 9:00 AM - 1:10 PM TBD 2/15/2021 - 3/18/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 2/15/2021 - 3/18/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 201TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-221-DH01 AUT-221 Auto Transm/Transaxles,3,"Jordan, B"," M/T/W 1:00 PM - 2:00 PM TBD 2/15/2021 - 3/24/2021  Main Campus, Ash 123TBD Classroom Hours  M/T/W 2:10 PM - 4:40 PM TBD 2/15/2021 - 3/24/2021  Main Campus, Ash 123TBD Lab/Shop Hours  - TBD 2/15/2021 - 3/24/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 123TBD Classroom Hours ', ' Main Campus, Ash 123TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-221-DH02 AUT-221 Auto Transm/Transaxles,3,"Byrd, D"," M/T/W/Th 8:00 AM - 9:30 AM TBD 4/14/2021 - 5/8/2021  Main Campus, Ash 201TBD Classroom Hours  M/T/W/Th 9:40 AM - 1:10 PM TBD 4/14/2021 - 5/8/2021  Main Campus, Ash 123TBD Lab/Shop Hours  - TBD 4/14/2021 - 5/8/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 201TBD Classroom Hours ', ' Main Campus, Ash 123TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-281-DH01 AUT-281 Adv Engine Performance,3,"Jordan, B"," M/T/W 1:00 PM - 2:00 PM TBD 1/6/2021 - 2/10/2021  Main Campus, Ash 207TBD Classroom Hours  M/T/W 2:10 PM - 4:40 PM TBD 1/6/2021 - 2/10/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 1/6/2021 - 2/10/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 207TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AUT-281-DH02 AUT-281 Adv Engine Performance,3,"Byrd, D"," M/T/W/Th 8:00 AM - 9:20 AM TBD 3/22/2021 - 4/13/2021  Main Campus, Ash 140TBD Classroom Hours  M/T/W/Th 9:30 AM - 1:10 PM TBD 3/22/2021 - 4/13/2021  Main Campus, Ash 140TBD Lab/Shop Hours  - TBD 3/22/2021 - 4/13/2021  Main Campus, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Main Campus, Ash 140TBD Classroom Hours ', ' Main Campus, Ash 140TBD Lab/Shop Hours ', ' Main Campus, ON LINETBD Classroom Hours ', '']"
Wayne Community College,AVI-120-DT01 AVI-120 Airframe Maintenance I,1,"Crumpler, S"," M/T/W/Th/F 8:00 AM - 9:00 AM TBD 1/6/2021 - 5/5/2021  Airport, Airport 118TBD Classroom Hours  M/T/W/Th/F 9:10 AM - 12:40 PM TBD 1/6/2021 - 5/5/2021  Airport, Airport 118TBD Lab/Shop Hours  Meeting Times TBD ","[' Airport, Airport 118TBD Classroom Hours ', ' Airport, Airport 118TBD Lab/Shop Hours ', '']"
Wayne Community College,AVI-250-DT01 AVI-250 Powerplant Maintenance II,1,"Peeples, M"," M/T/W/Th/F 8:00 AM - 9:50 AM TBD 1/6/2021 - 5/5/2021  Airport, Airport 119TBD Classroom Hours  M/T/W/Th/F 10:00 AM - 12:50 PM TBD 1/6/2021 - 5/5/2021  Airport, Airport 119TBD Lab/Shop Hours  Meeting Times TBD ","[' Airport, Airport 119TBD Classroom Hours ', ' Airport, Airport 119TBD Lab/Shop Hours ', '']"
Wayne Community College,BIO-110-IN01G BIO-110 Principles of Biology,4,"Swafford, A"," T/Th 9:00 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  W 2:00 PM - 4:50 PM TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Lab/Shop Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', ' Off Campus Locations, ON LINETBD Lab/Shop Hours ', '']"
Wayne Community College,BIO-110-IN02 BIO-110 Principles of Biology,4,"Gray, T"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,BIO-110-IN03 BIO-110 Principles of Biology,4,"Gray, T"," - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', '']"
Wayne Community College,BIO-110-IN55 BIO-110 Principles of Biology,4,"Gray, T"," - TBD 1/6/2021 - 5/5/2021  Seymour Johnson Air Force Base, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Seymour Johnson Air Force Base, ON LINETBD Classroom Hours ', '']"
Wayne Community College,BIO-110-IN56 BIO-110 Principles of Biology,4,"Miller, D"," - TBD 1/6/2021 - 5/5/2021  Seymour Johnson Air Force Base, ON LINETBD Classroom Hours  Meeting Times TBD ","[' Seymour Johnson Air Force Base, ON LINETBD Classroom Hours ', '']"
Wayne Community College,BIO-111-EH01A BIO-111 General Biology I,4,"Myers, S"," - TBD 1/6/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  M 6:00 PM - 8:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Holly 214TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, ON LINETBD Classroom Hours ', ' Main Campus, Holly 214TBD Lab/Shop Hours ', '']"
Wayne Community College,BIO-111-EH01B BIO-111 General Biology I,4,"Myers, S"," - TBD 1/6/2021 - 5/5/2021  Main Campus, ON LINETBD Classroom Hours  W 6:00 PM - 8:50 PM TBD 1/6/2021 - 5/5/2021  Main Campus, Holly 214TBD Lab/Shop Hours  Meeting Times TBD ","[' Main Campus, ON LINETBD Classroom Hours ', ' Main Campus, Holly 214TBD Lab/Shop Hours ', '']"
Wayne Community College,BIO-111-IN01 BIO-111 General Biology I,4,"Hoffman, S"," M/W/F 10:00 AM - 10:50 AM TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Off Campus Locations, ON LINETBD Lab/Shop Hours  Meeting Times TBD ","[' Off Campus Locations, ON LINETBD Classroom Hours ', ' Off Campus Locations, ON LINETBD Lab/Shop Hours ', '']"
