college,section,credits,instructor,meeting_info,location
Blue Ridge Community College,BUS-110-721 BUS-110 Introduction to Business,3,"Kish, B"," M/W 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  M/W 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,BUS-115-201 BUS-115 Business Law I,3,"Thompson, K"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,BUS-125-701 BUS-125 Personal Finance,3,"Kish, B"," W 9:30 AM - 12:00 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 311TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 311TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,BUS-137-201 BUS-137 Principles of Management,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,BUS-137-201HS BUS-137 Principles of Management,3,"Brown, T"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,BUS-137-701 BUS-137 Principles of Management,3,"Levy, G"," T/Th 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 205TBD Classroom Hours  T/Th 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 205TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,BUS-137-721 BUS-137 Principles of Management,3,"Levy, G"," T/Th 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  T/Th 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,BUS-153-201 BUS-153 Human Resource Management,3,"Padgett, B"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,BUS-225-201 BUS-225 Business Finance,3,"Levy, G"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,BUS-225-301 BUS-225 Business Finance,3,"Levy, G"," M/W 11:00 AM - 11:50 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 205TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  M/W 11:00 AM - 11:50 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 205TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', '']"
Blue Ridge Community College,BUS-225-321 BUS-225 Business Finance,3,"Levy, G"," M/W 11:00 AM - 11:50 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours  M/W 11:00 AM - 11:50 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', '']"
Blue Ridge Community College,BUS-230-201 BUS-230 Small Business Management,3,"Kish, B"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,BUS-230-701 BUS-230 Small Business Management,3,"Kish, B"," T/Th 1:00 PM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 311TBD Classroom Hours  T/Th 1:00 PM - 1:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 311TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,BUS-240-201 BUS-240 Business Ethics,3,"Thompson, K"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,BUS-270-201 BUS-270 Professional Development,3,"Capps, V"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,BUS-270-701 BUS-270 Professional Development,3,"Capps, V"," M/W 12:00 PM - 12:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 336TBD Classroom Hours  M/W 12:00 PM - 12:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 336TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CHM-131-211 CHM-131 Introduction to Chemistry,3,"Miller, A"," M/W/F 11:00 AM - 11:50 AM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Class ', '']"
Blue Ridge Community College,CHM-131-721 CHM-131 Introduction to Chemistry,3,"Chaloupka, L"," M/W 9:30 AM - 10:40 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 148TBD Classroom Hours  M/W 9:30 AM - 10:40 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 148TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CHM-131A-211 CHM-131A Intro to Chemistry Lab,1,"Miller, A"," M 1:00 PM - 3:45 PM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab ', '']"
Blue Ridge Community College,CHM-131A-721 CHM-131A Intro to Chemistry Lab,1,"Chaloupka, L"," W 1:00 PM - 3:15 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 148TBD Lab/Shop Hours  W 1:00 PM - 3:15 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Lab/Shop Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 148TBD Lab/Shop Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Lab/Shop Hours ', ' Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,CHM-132-211 CHM-132 Organic and Biochemistry,4,"Stuckey, W"," T/Th 5:30 PM - 7:30 PM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Class  - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,CHM-151-211 CHM-151 General Chemistry I,4,"Audia, V, Miller, A"," M/W/F 9:00 AM - 9:50 AM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Class  Th 8:00 AM - 10:40 AM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Class ', ' Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab ', '']"
Blue Ridge Community College,CHM-151-401W CHM-151 General Chemistry I,4,"Marsh, J"," - TBD 1/6/2021 - 3/3/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 1/6/2021 - 3/3/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,CHM-151-721 CHM-151 General Chemistry I,4,"Chaloupka, L"," M/W 11:00 AM - 12:10 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 148TBD Classroom Hours  F 11:00 AM - 1:40 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 148TBD Lab/Shop Hours  M/W 11:00 AM - 12:10 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  F 11:00 AM - 1:40 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Lab/Shop Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 148TBD Classroom Hours ', ' Transylvania County, TCC Straus Bldg 148TBD Lab/Shop Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Lab/Shop Hours ', ' Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,CHM-152-211 CHM-152 General Chemistry II,4,"Audia, V, Miller, A"," M/W/F 10:00 AM - 10:50 AM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Class  Th 1:00 PM - 3:30 PM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Class ', ' Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab ', '']"
Blue Ridge Community College,CHM-152-501W CHM-152 General Chemistry II,4,"Marsh, J"," - TBD 3/5/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 3/5/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,CHM-252-211 CHM-252 Organic Chemistry II,4,"Audia, V"," M/W/F 8:00 AM - 8:50 AM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Class  M 1:00 PM - 3:50 PM TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Synchronous Distance Learning 999TBD Online Class ', ' Internet-Based Course, Synchronous Distance Learning 999TBD Online Lab ', '']"
Blue Ridge Community College,CHM-252-301 CHM-252 Organic Chemistry II,4,"Audia, V"," W 1:00 PM - 3:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Arts & Sciences 120TBD Lab/Shop Hours  W 1:00 PM - 3:50 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Lab/Shop Hours  M/W/F 8:00 AM - 8:50 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Arts & Sciences 120TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Lab/Shop Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CIS-110-201 CIS-110 Introduction to Computers,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,CIS-110-202 CIS-110 Introduction to Computers,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,CIS-110-203 CIS-110 Introduction to Computers,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,CIS-110-204 CIS-110 Introduction to Computers,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,CIS-110-501W CIS-110 Introduction to Computers,3,"Horlick, P"," - TBD 3/5/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  - TBD 3/5/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Lab  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', ' Internet-Based Course, Internet-Based Course 999TBD Online Lab ', '']"
Blue Ridge Community College,CIS-110-701 CIS-110 Introduction to Computers,3,," T/Th 2:00 PM - 3:15 PM TBD 1/6/2021 - 5/5/2021  Henderson County, Technology Education Dev Ctr 202TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Henderson County, Technology Education Dev Ctr 202TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,CIS-110-721 CIS-110 Introduction to Computers,3,," T/Th 2:00 PM - 3:15 PM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 110TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 110TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Lab/Shop Hours ', '']"
Blue Ridge Community College,CJC-111-201 CJC-111 Intro to Criminal Justice,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-111-HSW CJC-111 Intro to Criminal Justice,3,"Hosmer, P"," M/W 1:30 PM - 3:00 PM TBD 1/7/2021 - 5/5/2021  High School, West Hend High School 001TBD Classroom Hours  - TBD 1/7/2021 - 5/5/2021  High School, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' High School, West Hend High School 001TBD Classroom Hours ', ' High School, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-112-201 CJC-112 Criminology,3,"Thompson, K"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-112-701 CJC-112 Criminology,3,"Thompson, K"," T/Th 9:25 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Flat Rock Bldg 211TBD Classroom Hours  T/Th 9:25 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Flat Rock Bldg 211TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-112-721 CJC-112 Criminology,3,"Thompson, K"," T/Th 9:25 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  T/Th 9:25 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-121-201 CJC-121 Law Enforcement Operations,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-121-701 CJC-121 Law Enforcement Operations,3,," M/W 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Flat Rock Bldg 211TBD Classroom Hours  M/W 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Flat Rock Bldg 211TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-121-721 CJC-121 Law Enforcement Operations,3,," M/W 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 114TBD Classroom Hours  M/W 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 114TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-122-201 CJC-122 Community Policing,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-131-201 CJC-131 Criminal Law,3,"Thompson, K"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-131-701 CJC-131 Criminal Law,3,"Thompson, K"," M/W 9:25 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Flat Rock Bldg 211TBD Classroom Hours  M/W 9:25 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Flat Rock Bldg 211TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-131-721 CJC-131 Criminal Law,3,"Thompson, K"," M/W 9:25 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 142TBD Classroom Hours  M/W 9:25 AM - 10:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 142TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-132-201 CJC-132 Court Procedure & Evidence,3,"Thompson, K"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-132-701 CJC-132 Court Procedure & Evidence,3,"Thompson, K"," M/W 10:25 AM - 11:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Flat Rock Bldg 211TBD Classroom Hours  M/W 10:25 AM - 11:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Flat Rock Bldg 211TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-132-721 CJC-132 Court Procedure & Evidence,3,"Thompson, K"," M/W 10:25 AM - 11:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 114TBD Classroom Hours  M/W 10:25 AM - 11:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 114TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-141-201 CJC-141 Corrections,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-141-701 CJC-141 Corrections,3,," T/Th 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Flat Rock Bldg 211TBD Classroom Hours  T/Th 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Henderson County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Henderson County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Henderson County, Flat Rock Bldg 211TBD Classroom Hours ', ' Henderson County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Henderson County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-141-721 CJC-141 Corrections,3,," T/Th 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, TCC Straus Bldg 114TBD Classroom Hours  T/Th 8:25 AM - 9:15 AM TBD 1/6/2021 - 5/5/2021  Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours  - TBD 1/6/2021 - 5/5/2021  Transylvania County, Internet-Based Course 999TBD Classroom Hours  Meeting Times TBD ","[' Transylvania County, TCC Straus Bldg 114TBD Classroom Hours ', ' Transylvania County, Synchronous Distance Learning 999TBD Classroom Hours ', ' Transylvania County, Internet-Based Course 999TBD Classroom Hours ', '']"
Blue Ridge Community College,CJC-212-201 CJC-212 Ethics & Comm Relations,3,"Thompson, K"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-232-201 CJC-232 Civil Liability,3,"Thompson, K"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,CJC-255-201 CJC-255 Issues in Crim Justice App,3,"Thompson, K"," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
Blue Ridge Community College,COM-120-201 COM-120 Intro Interpersonal Com,3,," - TBD 1/6/2021 - 5/5/2021  Internet-Based Course, Internet-Based Course 999TBD Online Class  Meeting Times TBD ","[' Internet-Based Course, Internet-Based Course 999TBD Online Class ', '']"
