Column1,college,section,seats,instructor
3705,Wake Technical Community College,CTS-130-0003,15,"Blanchard, B"
3706,Wake Technical Community College,CTS-155-0001,9,"Anderton, A"
3707,Wake Technical Community College,CTS-220-0001,11,"Ellis, C"
3708,Wake Technical Community College,CTS-230-0001,14,"McKenzie, C"
3709,Wake Technical Community College,CTS-255-0001,6,"Sayers, R"
3710,Wake Technical Community College,CTS-288-0001,1,"Bouknight-Lyons, C"
3711,Wake Technical Community College,CUL-112-5001,7,"Therien, H"
3712,Wake Technical Community College,CUL-112A-5001,7,"Therien, H"
3713,Wake Technical Community College,CUL-130-0001,5,"Ayers, M"
3714,Wake Technical Community College,CUL-135-5001,4,"Campos Rosa, S"
3715,Wake Technical Community College,CUL-135-5003,2,"Campos Rosa, S"
3716,Wake Technical Community College,CUL-150-5001,5,"House, C"
3717,Wake Technical Community College,DBA-120-0001,6,"Chao, F"
3718,Wake Technical Community College,DBA-120-0003,10,"Chen, C"
3719,Wake Technical Community College,DBA-120-5801,3,"Chao, F"
3720,Wake Technical Community College,DBA-130-0001,7,"Chao, F"
3721,Wake Technical Community College,DBA-240-0001,1,"Chao, F"
3722,Wake Technical Community College,DEN-100-5301,21,"Carbon, J"
3723,Wake Technical Community College,DEN-111-5301,8,"Sack, F, Daniels, C"
3724,Wake Technical Community College,DEN-111-5336,1,"Maasch, K"
3725,Wake Technical Community College,DES-112-0001,4,"Bachi, A"
3726,Wake Technical Community College,DES-256-0001,7,"Bachi, A"
3727,Wake Technical Community College,DES-280-0001,8,"Odjaghian, I"
3728,Wake Technical Community College,DFT-151-0001,6,"Vitacco, M"
3729,Wake Technical Community College,DFT-151-0002,7,"Vitacco, M"
3730,Wake Technical Community College,DFT-152-0001,12,"Vitacco, M"
3731,Wake Technical Community College,DFT-170-5002,10,"Hoffman, C"
3732,Wake Technical Community College,DFT-170-5004,0,"Irwin, C"
3733,Wake Technical Community College,DFT-170-5022,4,"Hoffman, C"
3734,Wake Technical Community College,DFT-170-5023,6,"Spevacek, J"
3735,Wake Technical Community College,DFT-170-5047,11,"Spevacek, J"
3736,Wake Technical Community College,DFT-254-0001,4,"Hudnut, S"
3737,Wake Technical Community College,DME-115-0001,6,"Evans, J"
3738,Wake Technical Community College,DRA-111-0001,8,"La May, L"
3739,Wake Technical Community College,DRA-111-0002,3,"Sebren, D"
3740,Wake Technical Community College,DRA-111-5201,2,"La May, L"
3741,Wake Technical Community College,DRA-111-5202,2,"La May, L"
3742,Wake Technical Community College,DRA-112-5201,5,"La May, L"
3743,Wake Technical Community College,ECO-151-0001,6,"Markson, K"
3744,Wake Technical Community College,ECO-151-0002,0,"Markson, K"
3745,Wake Technical Community College,ECO-151-0003,7,"Dixon, J"
3746,Wake Technical Community College,ECO-151-0005,0,"Markson, K"
3747,Wake Technical Community College,ECO-151-0006,0,"Gayoso de Ervin, L"
3748,Wake Technical Community College,ECO-151-5001,5,"Balogun, L"
3749,Wake Technical Community College,ECO-151-5002,3,"Markson, K"
3750,Wake Technical Community College,ECO-151-5004,4,"Dixon, J"
3751,Wake Technical Community College,ECO-251-0001,2,"Siarova-Hickman, E"
3752,Wake Technical Community College,ECO-251-0002,8,"Gayoso de Ervin, L"
3753,Wake Technical Community College,ECO-251-0003,6,"Dixon, J"
3754,Wake Technical Community College,ECO-251-0004,5,"Gayoso de Ervin, L"
3755,Wake Technical Community College,ECO-251-0005,4,"Haynes, K"
3756,Wake Technical Community College,ECO-251-0006,0,"Mahajan, V"
3757,Wake Technical Community College,ECO-251-0007,2,"McLane, P"
3758,Wake Technical Community College,ECO-251-0009,0,"Monsky, M"
3759,Wake Technical Community College,ECO-251-0010,3,"Choi, K"
3760,Wake Technical Community College,ECO-251-5001,0,"Mahajan, V"
3761,Wake Technical Community College,ECO-251-5002,5,"Dixon, J"
3762,Wake Technical Community College,ECO-251-5003,3,"Kumar, P"
3763,Wake Technical Community College,ECO-251-5004,9,"Monsky, M"
3764,Wake Technical Community College,ECO-251-5006,10,"Haynes, K"
3765,Wake Technical Community College,ECO-251-5007,3,"Anderson, B"
3766,Wake Technical Community College,ECO-251-5008,6,"Monsky, M"
3767,Wake Technical Community College,ECO-251-5009,2,"Haynes, K"
3768,Wake Technical Community College,ECO-251-5010,0,"Park, B"
3769,Wake Technical Community College,ECO-251-5011,0,"Siarova-Hickman, E"
3770,Wake Technical Community College,ECO-251-5012,2,"Mahajan, V"
3771,Wake Technical Community College,ECO-251-5013,3,"McLane, P"
3772,Wake Technical Community College,ECO-251-5014,3,"Dixon, J"
3773,Wake Technical Community College,ECO-251-5015,2,"Siarova-Hickman, E"
3774,Wake Technical Community College,ECO-251-5017,5,"Dixon, J"
3775,Wake Technical Community College,ECO-251-5018,5,"Oliver, J"
3776,Wake Technical Community College,ECO-251-5020,0,"Markson, K"
3777,Wake Technical Community College,ECO-251-5021,0,"Siarova-Hickman, E"
3778,Wake Technical Community College,ECO-252-0001,2,"McLane, P"
3779,Wake Technical Community College,ECO-252-0002,1,"McLane, P"
3780,Wake Technical Community College,ECO-252-0003,1,"Monsky, M"
3781,Wake Technical Community College,ECO-252-0005,1,"Siarova-Hickman, E"
3782,Wake Technical Community College,ECO-252-5001,0,"Mahajan, V"
3783,Wake Technical Community College,ECO-252-5002,0,"Kumar, P"
3784,Wake Technical Community College,ECO-252-5003,2,"Mahajan, V"
3785,Wake Technical Community College,ECO-252-5004,1,"Monsky, M"
3786,Wake Technical Community College,ECO-252-5005,3,"Kumar, P"
3787,Wake Technical Community College,ECO-252-5006,5,"McLane, P"
3788,Wake Technical Community College,ECO-252-5007,0,"Mahajan, V"
3789,Wake Technical Community College,ECO-252-5009,0,"Markson, K"
3790,Wake Technical Community College,EDU-119-0001,3,"Dawson, D"
3791,Wake Technical Community College,EDU-119-0002,2,"Rathbone, M"
3792,Wake Technical Community College,EDU-119-0003,1,"Hilton, S"
3793,Wake Technical Community College,EDU-119-0004,0,"Thompson, F"
3794,Wake Technical Community College,EDU-119-0006,5,"Gonzalez Camacho, E"
3795,Wake Technical Community College,EDU-131-0001,1,"Rathbone, M"
3796,Wake Technical Community College,EDU-131-0002,0,"Squires, J"
3797,Wake Technical Community College,EDU-131-0003,0,"Squires, J"
3798,Wake Technical Community College,EDU-144-0001,2,"Herman Drauss, S"
3799,Wake Technical Community College,EDU-144-0002,2,"Herman Drauss, S"
3800,Wake Technical Community College,EDU-145-0001,1,"Squires, J"
3801,Wake Technical Community College,EDU-145-0002,2,"Worsdale, K"
3802,Wake Technical Community College,EDU-146-0001,2,"Dawson, D"
3803,Wake Technical Community College,EDU-146-0002,11,"Dawson, D"
3804,Wake Technical Community College,EDU-153-0001,2,"Thompson, F"
3805,Wake Technical Community College,EDU-153-0002,0,"Thompson, F"
3806,Wake Technical Community College,EDU-163-0001,10,"Grady, D"
3807,Wake Technical Community College,EDU-216-0001,3,"Worsdale, K"
3808,Wake Technical Community College,EDU-221-0001,1,"Lahoud, A"
3809,Wake Technical Community College,EDU-234-0001,7,"Herman Drauss, S"
3810,Wake Technical Community College,EDU-250-0001,17,"Worsdale, K"
3811,Wake Technical Community College,EDU-261-0001,9,"Squires, J"
3812,Wake Technical Community College,EDU-262-0001,12,"Thompson, F"
3813,Wake Technical Community College,EDU-263-0001,15,"VanSchaick, D"
3814,Wake Technical Community College,EDU-280-0001,12,"Worsdale, K"
3815,Wake Technical Community College,EDU-282-0001,7,"Dawson, D"
3816,Wake Technical Community College,EDU-284-0001,2,"Rathbone, M"
3817,Wake Technical Community College,EFL-073-5103,7,"Hogsett, M"
3818,Wake Technical Community College,EFL-074-0001,4,"Swanson, M"
3819,Wake Technical Community College,EFL-074-5102,1,"Zettervall, J"
3820,Wake Technical Community College,EFL-074-5136,2,"Shaheen, K"
3821,Wake Technical Community College,EFL-083-5136,7,"Lamb, C"
3822,Wake Technical Community College,EFL-084-0001,5,"Swanson, M"
3823,Wake Technical Community College,EFL-084-5102,6,"Mitrovich, K"
3824,Wake Technical Community College,EFL-084-5136,9,"Witynski, A"
3825,Wake Technical Community College,EFL-093-5136,3,"Horsley, K"
3826,Wake Technical Community College,EFL-094-5101,2,"Shaheen, K"
3827,Wake Technical Community College,EFL-094-5102,1,"Johnson, K"
3828,Wake Technical Community College,EFL-095-5136,0,"Hogsett, M"
3829,Wake Technical Community College,EGR-115-0001,3,"Floyd, M"
3830,Wake Technical Community College,EGR-115-0002,3,"Baalla, Y"
3831,Wake Technical Community College,EGR-115-0003,3,"Baalla, Y"
3832,Wake Technical Community College,EGR-115A-0002,10,"Brackett, H"
3833,Wake Technical Community College,EGR-115A-0003,2,"Baalla, Y"
3834,Wake Technical Community College,EGR-115A-0004,5,"Baalla, Y"
3835,Wake Technical Community College,EGR-150-5005,3,"Albuquerque, F"
3836,Wake Technical Community College,EGR-150-5018,6,"Albuquerque, F"
3837,Wake Technical Community College,EGR-150-5036,1,"Noel, S"
3838,Wake Technical Community College,EGR-150-5047,3,"Noel, S"
3839,Wake Technical Community College,EGR-150-5067,2,"Albuquerque, F"
3840,Wake Technical Community College,EGR-150-5075,4,"Noel, S"
3841,Wake Technical Community College,EGR-212-5049,2,"Hoffman, C"
3842,Wake Technical Community College,EGR-220-5002,8,"Albuquerque, F"
3843,Wake Technical Community College,EGR-220-5046,5,"Wildrick, B"
3844,Wake Technical Community College,EGR-251-0001,0,"Mir Shah Ghassemi, S"
3845,Wake Technical Community College,EGR-251-0002,7,"Baalla, Y"
3846,Wake Technical Community College,EGR-252-0001,7,"Mir Shah Ghassemi, S"
3847,Wake Technical Community College,ELC-118-0001,6,"Taylor, Z"
3848,Wake Technical Community College,ELC-118-0002,10,"Taylor, Z"
3849,Wake Technical Community College,ELC-127-0001,18,"Taylor, Z"
3850,Wake Technical Community College,ELC-131-0001,10,"Clevenger, J"
3851,Wake Technical Community College,ELC-131A-0001,3,"Cheng, N"
3852,Wake Technical Community College,ELC-131A-0002,4,"Cheng, N"
3853,Wake Technical Community College,ELN-133-0001,9,"Keen, C"
3854,Wake Technical Community College,ELN-232-0001,8,"Clevenger, J"
3855,Wake Technical Community College,ELN-234-0001,10,"Cheng, N"
3856,Wake Technical Community College,ELN-260-0001,2,"Donaldson, W"
3857,Wake Technical Community College,EMS-125-0001,0,"Hunter, S"
3858,Wake Technical Community College,EMS-210-0001,2,"Hunter, S"
3859,Wake Technical Community College,EMS-235-0001,0,"Hubble, M"
3860,Wake Technical Community College,EMS-280-0001,0,"Hubble, M"
3861,Wake Technical Community College,ENG-002-0015,0,"Allen, K"
3862,Wake Technical Community College,ENG-002-0016,0,"Walker, A"
3863,Wake Technical Community College,ENG-002-0017,1,"McAbee, R"
3864,Wake Technical Community College,ENG-002-0018,0,"Blackwell, A"
3865,Wake Technical Community College,ENG-002-0019,0,"McCrimmon, E"
3866,Wake Technical Community College,ENG-002-0020,0,"Cooper, M"
3867,Wake Technical Community College,ENG-002-5003,1,"Davis, S"
3868,Wake Technical Community College,ENG-002-5004,0,"O'Sullivan, R"
3869,Wake Technical Community College,ENG-002-5005,0,"Allen, K"
3870,Wake Technical Community College,ENG-002-5006,0,"Kearns, A"
3871,Wake Technical Community College,ENG-002-5007,1,"Kearns, A"
3872,Wake Technical Community College,ENG-002-5008,2,"Whisenant, W"
3873,Wake Technical Community College,ENG-002-5009,3,"Cuomo, A"
3874,Wake Technical Community College,ENG-002-5010,1,"Shieff, L"
3875,Wake Technical Community College,ENG-002-5011,0,"O'Sullivan, R"
3876,Wake Technical Community College,ENG-002-5012,1,"Sharpe, C"
3877,Wake Technical Community College,ENG-002-5013,0,"Davis, S"
3878,Wake Technical Community College,ENG-002-5014,2,"Burk, C"
3879,Wake Technical Community College,ENG-011-0001G,2,"Cunningham, M"
3880,Wake Technical Community College,ENG-011-0002G,2,"Leonard, R"
3881,Wake Technical Community College,ENG-011-0003G,4,"Breneman, R"
3882,Wake Technical Community College,ENG-011-0004G,1,"Paul, K"
3883,Wake Technical Community College,ENG-011-0005G,1,"Jones, P"
3884,Wake Technical Community College,ENG-011-0006G,1,"Cunningham, M"
3885,Wake Technical Community College,ENG-011-0007G,2,"Breneman, R"
3886,Wake Technical Community College,ENG-011-0008G,3,"Burk, C"
3887,Wake Technical Community College,ENG-011-0009G,5,"Burk, C"
3888,Wake Technical Community College,ENG-011-0010G,3,"Leonard, R"
3889,Wake Technical Community College,ENG-011-0032G,5,"Breneman, R"
3890,Wake Technical Community College,ENG-011-0033G,1,"Taylor, L"
3891,Wake Technical Community College,ENG-011-0041G,1,"Breneman, R"
3892,Wake Technical Community College,ENG-011-0042G,0,"Jones, P"
3893,Wake Technical Community College,ENG-011-0062G,0,"Whisenant, W"
3894,Wake Technical Community College,ENG-011-0063G,0,"Allen, K"
3895,Wake Technical Community College,ENG-011-0077G,5,"McCrimmon, E"
3896,Wake Technical Community College,ENG-011-0078G,7,"Blackwell, A"
3897,Wake Technical Community College,ENG-011-5101G,2,"Cunningham, M"
3898,Wake Technical Community College,ENG-011-5102G,2,"Cunningham, M"
3899,Wake Technical Community College,ENG-011-5103G,4,"Cunningham, M"
3900,Wake Technical Community College,ENG-011-5104G,2,"Allen, K"
3901,Wake Technical Community College,ENG-011-5105G,3,"Taylor, L"
3902,Wake Technical Community College,ENG-011-5108G,0,"Davis, S"
3903,Wake Technical Community College,ENG-011-5109G,2,"Paul, K"
3904,Wake Technical Community College,ENG-011-5112G,2,"Allen, K"
3905,Wake Technical Community College,ENG-011-5113G,1,"O'Sullivan, R"
3906,Wake Technical Community College,ENG-011-5137G,1,"O'Sullivan, R"
3907,Wake Technical Community College,ENG-011-5138G,2,"Whisenant, W"
3908,Wake Technical Community College,ENG-011-5139G,0,"Brodeur, J"
3909,Wake Technical Community College,ENG-011-5140G,3,"Brodeur, J"
3910,Wake Technical Community College,ENG-011-5203G,2,"Whisenant, W"
3911,Wake Technical Community College,ENG-011-5204G,0,"Breneman, R"
3912,Wake Technical Community College,ENG-011-5205G,0,"Shieff, L"
3913,Wake Technical Community College,ENG-011-5206G,1,"Burk, C"
3914,Wake Technical Community College,ENG-011-5208G,5,"Burk, C"
3915,Wake Technical Community College,ENG-011-5238G,2,"Brodeur, J"
3916,Wake Technical Community College,ENG-011-5239G,3,"Shieff, L"
3917,Wake Technical Community College,ENG-011-5240G,1,"Breneman, R"
3918,Wake Technical Community College,ENG-011-5241G,0,"Walker, A"
3919,Wake Technical Community College,ENG-011-5242G,2,"Walker, A"
3920,Wake Technical Community College,ENG-011-5401G,5,"Taylor, L"
3921,Wake Technical Community College,ENG-011-5801G,3,"Burk, C"
3922,Wake Technical Community College,ENG-011-5836G,3,"McAbee, R"
3923,Wake Technical Community College,ENG-011-5903G,2,"Cunningham, M"
3924,Wake Technical Community College,ENG-011-5922G,1,"Allen, K"
3925,Wake Technical Community College,ENG-011-5936G,1,"Davis, S"
3926,Wake Technical Community College,ENG-011-5937G,0,"Cunningham, M"
3927,Wake Technical Community College,ENG-011-5938G,1,"Taylor, L"
3928,Wake Technical Community College,ENG-110-0001,21,"Hanthorn, C"
3929,Wake Technical Community College,ENG-110-5101,1,"Denning, N"
3930,Wake Technical Community College,ENG-110-5136,2,"Denning, N"
3931,Wake Technical Community College,ENG-110-5201,1,"Byrd, S"
3932,Wake Technical Community College,ENG-111-0001,7,"Morgan, M"
3933,Wake Technical Community College,ENG-111-0001G,2,"Morgan, M"
3934,Wake Technical Community College,ENG-111-0002,3,"Lapeze, J"
3935,Wake Technical Community College,ENG-111-0002G,3,"Lapeze, J"
3936,Wake Technical Community College,ENG-111-0003,4,"Lapeze, J"
3937,Wake Technical Community College,ENG-111-0003G,4,"Lapeze, J"
3938,Wake Technical Community College,ENG-111-0004,5,"Etheridge, J"
3939,Wake Technical Community College,ENG-111-0004G,3,"Etheridge, J"
3940,Wake Technical Community College,ENG-111-0005,1,"Dennis, P"
3941,Wake Technical Community College,ENG-111-0005G,2,"Dennis, P"
3942,Wake Technical Community College,ENG-111-0006,1,"Bowden, N"
3943,Wake Technical Community College,ENG-111-0006G,3,"Bowden, N"
3944,Wake Technical Community College,ENG-111-0007,3,"Eatmon, J"
3945,Wake Technical Community College,ENG-111-0007G,2,"Eatmon, J"
3946,Wake Technical Community College,ENG-111-0008,10,"Harris, M"
3947,Wake Technical Community College,ENG-111-0008G,3,"Harris, M"
3948,Wake Technical Community College,ENG-111-0009,12,"Klein, R"
3949,Wake Technical Community College,ENG-111-0009G,6,"Klein, R"
3950,Wake Technical Community College,ENG-111-0010,2,"Neilson, J"
3951,Wake Technical Community College,ENG-111-0010G,4,"Neilson, J"
3952,Wake Technical Community College,ENG-111-0011,3,"Evarts, J"
3953,Wake Technical Community College,ENG-111-0012,4,"Etheridge, J"
3954,Wake Technical Community College,ENG-111-0013,3,"Smith, T"
3955,Wake Technical Community College,ENG-111-0014,3,"Smith, T"
3956,Wake Technical Community College,ENG-111-0015,19,"Stall, F"
3957,Wake Technical Community College,ENG-111-0016,8,"Betts, A"
3958,Wake Technical Community College,ENG-111-0017,3,"Keeley, S"
3959,Wake Technical Community College,ENG-111-0018,2,"Dennis, P"
3960,Wake Technical Community College,ENG-111-0019,3,"Dees, L"
3961,Wake Technical Community College,ENG-111-0020,6,"Williams, P"
3962,Wake Technical Community College,ENG-111-0021,13,"Harr, J"
3963,Wake Technical Community College,ENG-111-0022,7,"Neighbors, C"
3964,Wake Technical Community College,ENG-111-0023,2,"Maness, D"
3965,Wake Technical Community College,ENG-111-0024,1,"Maness, D"
3966,Wake Technical Community College,ENG-111-0025,5,"Burford, B"
3967,Wake Technical Community College,ENG-111-0026,5,"Snoke, A"
3968,Wake Technical Community College,ENG-111-0027,7,"Fenton-Glass, J"
3969,Wake Technical Community College,ENG-111-0028,12,"Vickrey, J"
3970,Wake Technical Community College,ENG-111-0029,6,"Bowden, N"
3971,Wake Technical Community College,ENG-111-0030,3,"Bowden, N"
3972,Wake Technical Community College,ENG-111-0031,7,"Harr, J"
3973,Wake Technical Community College,ENG-111-0032,1,"Ingram, L"
3974,Wake Technical Community College,ENG-111-0032G,6,"Ingram, L"
3975,Wake Technical Community College,ENG-111-0033,2,"Ingram, L"
3976,Wake Technical Community College,ENG-111-0033G,3,"Ingram, L"
3977,Wake Technical Community College,ENG-111-0034,4,"Ingram, L"
3978,Wake Technical Community College,ENG-111-0035,1,"McQuade, J"
3979,Wake Technical Community College,ENG-111-0036,2,"McQuade, J"
3980,Wake Technical Community College,ENG-111-0037,14,"Quirk, E"
3981,Wake Technical Community College,ENG-111-0038,5,"Doria, A"
3982,Wake Technical Community College,ENG-111-0039,2,"Lovett, G"
3983,Wake Technical Community College,ENG-111-0040,10,"Burford, B"
3984,Wake Technical Community College,ENG-111-0041,2,"Martin, L"
3985,Wake Technical Community College,ENG-111-0041G,1,"Martin, L"
3986,Wake Technical Community College,ENG-111-0055,0,"Keltz, K"
3987,Wake Technical Community College,ENG-111-0060,0,"Hanthorn, C"
3988,Wake Technical Community College,ENG-111-0061,0,"Harris, M"
3989,Wake Technical Community College,ENG-111-0062,0,"Palmer, S"
3990,Wake Technical Community College,ENG-111-0062G,0,"Palmer, S"
3991,Wake Technical Community College,ENG-111-0063,0,"Palmer, S"
3992,Wake Technical Community College,ENG-111-0063G,0,"Palmer, S"
3993,Wake Technical Community College,ENG-111-0064,0,"High, S"
3994,Wake Technical Community College,ENG-111-0065,0,"Sparks, A"
3995,Wake Technical Community College,ENG-111-0066,0,"High, S"
3996,Wake Technical Community College,ENG-111-0067,0,"Sparks, A"
3997,Wake Technical Community College,ENG-111-0068,0,"Cuthbertson, T"
3998,Wake Technical Community College,ENG-111-0069,0,"Sparks, A"
3999,Wake Technical Community College,ENG-111-0070,0,"Sparks, A"
4000,Wake Technical Community College,ENG-111-0071,0,"Palmer, S"
4001,Wake Technical Community College,ENG-111-0072,0,"Palmer, S"
4002,Wake Technical Community College,ENG-111-0073,11,"Hanthorn, C"
4003,Wake Technical Community College,ENG-111-0074,0,"Klein, R"
4004,Wake Technical Community College,ENG-111-0075,6,"Bowden, N"
4005,Wake Technical Community College,ENG-111-0076,12,"Harr, J"
4006,Wake Technical Community College,ENG-111-0077,10,"Snoke, A"
4007,Wake Technical Community College,ENG-111-0077G,5,"Snoke, A"
4008,Wake Technical Community College,ENG-111-0078,10,"Snoke, A"
4009,Wake Technical Community College,ENG-111-0078G,7,"Snoke, A"
4010,Wake Technical Community College,ENG-111-5101,0,"Budd, B"
4011,Wake Technical Community College,ENG-111-5101G,2,"Budd, B"
4012,Wake Technical Community College,ENG-111-5102,2,"Dees, L"
4013,Wake Technical Community College,ENG-111-5102G,3,"Dees, L"
4014,Wake Technical Community College,ENG-111-5103,2,"Martin, L"
4015,Wake Technical Community College,ENG-111-5103G,4,"Martin, L"
4016,Wake Technical Community College,ENG-111-5104,0,"Williams, P"
4017,Wake Technical Community College,ENG-111-5104G,2,"Williams, P"
4018,Wake Technical Community College,ENG-111-5105,0,"Williams, P"
4019,Wake Technical Community College,ENG-111-5105G,3,"Williams, P"
4020,Wake Technical Community College,ENG-111-5108,0,"Budd, B"
4021,Wake Technical Community College,ENG-111-5108G,0,"Budd, B"
4022,Wake Technical Community College,ENG-111-5109,1,"Budd, B"
4023,Wake Technical Community College,ENG-111-5109G,2,"Budd, B"
4024,Wake Technical Community College,ENG-111-5112,0,"Harrell, L"
4025,Wake Technical Community College,ENG-111-5112G,2,"Harrell, L"
4026,Wake Technical Community College,ENG-111-5113,0,"Harrell, L"
4027,Wake Technical Community College,ENG-111-5113G,1,"Harrell, L"
4028,Wake Technical Community College,ENG-111-5119,6,"Potter, C"
4029,Wake Technical Community College,ENG-111-5137,0,"Potter, C"
4030,Wake Technical Community College,ENG-111-5137G,2,"Potter, C"
4031,Wake Technical Community College,ENG-111-5138,4,"Potter, C"
4032,Wake Technical Community College,ENG-111-5138G,3,"Potter, C"
4033,Wake Technical Community College,ENG-111-5139,3,"Betts, A"
4034,Wake Technical Community College,ENG-111-5139G,0,"Betts, A"
4035,Wake Technical Community College,ENG-111-5140,0,"Betts, A"
4036,Wake Technical Community College,ENG-111-5140G,3,"Betts, A"
4037,Wake Technical Community College,ENG-111-5141,4,"Owens, M"
4038,Wake Technical Community College,ENG-111-5201,0,"Byrd, S"
4039,Wake Technical Community College,ENG-111-5203,2,"Fenton-Glass, J"
4040,Wake Technical Community College,ENG-111-5203G,2,"Fenton-Glass, J"
4041,Wake Technical Community College,ENG-111-5204,2,"Fleggas, E"
4042,Wake Technical Community College,ENG-111-5204G,0,"Fleggas, E"
4043,Wake Technical Community College,ENG-111-5205,0,"Morris, E"
4044,Wake Technical Community College,ENG-111-5205G,0,"Morris, E"
4045,Wake Technical Community College,ENG-111-5206,1,"Keeley, S"
4046,Wake Technical Community College,ENG-111-5206G,1,"Keeley, S"
4047,Wake Technical Community College,ENG-111-5208,2,"Keeley, S"
4048,Wake Technical Community College,ENG-111-5208G,5,"Keeley, S"
4049,Wake Technical Community College,ENG-111-5211,6,"Wolkowski, J"
4050,Wake Technical Community College,ENG-111-5213,7,"Wolkowski, J"
4051,Wake Technical Community College,ENG-111-5214,6,"Wolkowski, J"
4052,Wake Technical Community College,ENG-111-5238,7,"Peace, S"
4053,Wake Technical Community College,ENG-111-5238G,2,"Peace, S"
4054,Wake Technical Community College,ENG-111-5239,1,"Fleggas, E"
4055,Wake Technical Community College,ENG-111-5239G,4,"Fleggas, E"
4056,Wake Technical Community College,ENG-111-5240,0,"Bossing, W"
4057,Wake Technical Community College,ENG-111-5240G,1,"Bossing, W"
4058,Wake Technical Community College,ENG-111-5241,2,"Bossing, W"
4059,Wake Technical Community College,ENG-111-5241G,0,"Bossing, W"
4060,Wake Technical Community College,ENG-111-5242,0,"Morris, E"
4061,Wake Technical Community College,ENG-111-5242G,1,"Morris, E"
4062,Wake Technical Community College,ENG-111-5244,1,"Morris, E"
4063,Wake Technical Community College,ENG-111-5245,1,"Bossing, W"
4064,Wake Technical Community College,ENG-111-5246,0,"Byrd, S"
4065,Wake Technical Community College,ENG-111-5271,2,"Wooten, R"
4066,Wake Technical Community College,ENG-111-5271G,1,"Wooten, R"
4067,Wake Technical Community College,ENG-111-5301,3,"Volstad, G"
4068,Wake Technical Community College,ENG-111-5371,2,"Wooten, R"
4069,Wake Technical Community College,ENG-111-5401,0,"Dees, L"
4070,Wake Technical Community College,ENG-111-5401G,5,"Dees, L"
4071,Wake Technical Community College,ENG-111-5801,0,"Paden, M"
4072,Wake Technical Community College,ENG-111-5801G,4,"Paden, M"
4073,Wake Technical Community College,ENG-111-5836,0,"Paden, M"
4074,Wake Technical Community College,ENG-111-5836G,3,"Paden, M"
4075,Wake Technical Community College,ENG-111-5903,3,"Dees, L"
4076,Wake Technical Community College,ENG-111-5903G,2,"Dees, L"
4077,Wake Technical Community College,ENG-111-5922,0,"Budd, B"
4078,Wake Technical Community College,ENG-111-5922G,0,"Budd, B"
4079,Wake Technical Community College,ENG-111-5936,3,"Byrd, S"
4080,Wake Technical Community College,ENG-111-5936G,0,"Byrd, S"
4081,Wake Technical Community College,ENG-111-5937,0,"Byrd, S"
4082,Wake Technical Community College,ENG-111-5937G,0,"Byrd, S"
4083,Wake Technical Community College,ENG-111-5938,1,"Paden, M"
4084,Wake Technical Community College,ENG-111-5938G,1,"Paden, M"
4085,Wake Technical Community College,ENG-112-0001,2,"Morgan, M"
4086,Wake Technical Community College,ENG-112-0002,4,"Wooten, R"
4087,Wake Technical Community College,ENG-112-0003,15,"Sweeney, E"
4088,Wake Technical Community College,ENG-112-0004,9,"Sweeney, E"
4089,Wake Technical Community College,ENG-112-0005,10,"Neighbors, C"
4090,Wake Technical Community College,ENG-112-0006,13,"Kelly, M"
4091,Wake Technical Community College,ENG-112-0007,1,"Eatmon, J"
4092,Wake Technical Community College,ENG-112-0008,3,"Harrell, L"
4093,Wake Technical Community College,ENG-112-0009,1,"Phillips, D"
4094,Wake Technical Community College,ENG-112-0010,1,"Wolverton, M"
4095,Wake Technical Community College,ENG-112-0011,3,"Cruz, O"
4096,Wake Technical Community College,ENG-112-0012,8,"Martin, L"
4097,Wake Technical Community College,ENG-112-0013,7,"Lapeze, J"
4098,Wake Technical Community College,ENG-112-0014,3,"Wells, J"
4099,Wake Technical Community College,ENG-112-0015,2,"Wells, J"
4100,Wake Technical Community College,ENG-112-0016,4,"Lewis, E"
4101,Wake Technical Community College,ENG-112-0017,7,"Wedehase, E"
4102,Wake Technical Community College,ENG-112-0018,1,"Doria, A"
4103,Wake Technical Community College,ENG-112-0019,12,"Marohl, J"
4104,Wake Technical Community College,ENG-112-0020,11,"Marohl, J"
4105,Wake Technical Community College,ENG-112-0040,0,"Wells, J"
4106,Wake Technical Community College,ENG-112-0041,1,"High, S"
4107,Wake Technical Community College,ENG-112-0042,7,"Cuthbertson, T"
4108,Wake Technical Community College,ENG-112-0043,0,"High, S"
4109,Wake Technical Community College,ENG-112-0044,11,"Neighbors, C"
4110,Wake Technical Community College,ENG-112-5101,6,"Stidham, N"
4111,Wake Technical Community College,ENG-112-5102,3,"Denning, N"
4112,Wake Technical Community College,ENG-112-5103,8,"Stidham, N"
4113,Wake Technical Community College,ENG-112-5104,2,"Potter, C"
4114,Wake Technical Community College,ENG-112-5105,1,"Denning, N"
4115,Wake Technical Community College,ENG-112-5106,5,"Stidham, N"
4116,Wake Technical Community College,ENG-112-5136,1,"Potter, C"
4117,Wake Technical Community College,ENG-112-5138,5,"Stidham, N"
4118,Wake Technical Community College,ENG-112-5139,2,"Denning, N"
4119,Wake Technical Community College,ENG-112-5204,8,"Burkart, K"
4120,Wake Technical Community College,ENG-112-5205,4,"Burkart, K"
4121,Wake Technical Community College,ENG-112-5208,5,"Harless, S"
4122,Wake Technical Community College,ENG-112-5209,8,"Burkart, K"
