Column1,college,section,seats,instructor
805,Pitt Community College,OST-149-62IN,17,
806,Pitt Community College,OST-153-01IN,18,"Daugherty, J"
807,Pitt Community College,OST-164-02IN,1,"Jackson, B"
808,Pitt Community College,OST-181-01IN,15,"Register, K"
809,Pitt Community College,OST-184-02IN,11,"Lupton, R"
810,Pitt Community College,OST-243-02IN,7,"Woolard, A"
811,Pitt Community College,OST-247-02IN,2,"McLawhorn, M"
812,Pitt Community College,OST-248-02IN,0,"Tenpenny, W"
813,Pitt Community College,OST-248-04IN,6,"Gooding, C"
814,Pitt Community College,OST-249-60IN,18,"McLawhorn, M"
815,Pitt Community College,OST-250-01IN,9,"Tenpenny, W"
816,Pitt Community College,OST-260-01IN,12,"Tenpenny, W"
817,Pitt Community College,OST-263-01IN,2,"Tenpenny, W"
818,Pitt Community College,OST-264-01IN,21,"Tenpenny, W"
819,Pitt Community College,OST-280-02IN,1,"Woolard, A"
820,Pitt Community College,OST-286-02IN,2,"Lupton, R"
821,Pitt Community College,OST-286-03IN,12,"Lupton, R"
822,Pitt Community College,OST-286-60IN,17,"Lupton, R"
823,Pitt Community College,OST-286-61IN,22,
824,Pitt Community College,OST-288-01IN,11,"Woolard, A"
825,Pitt Community College,OTA-110-01IN,15,"Andrews, C"
826,Pitt Community College,PED-110-01IN,0,"Ramey, J"
827,Pitt Community College,PED-110-02IN,7,"Ramey, J"
828,Pitt Community College,PED-110-06CH,0,"Owens, F"
829,Pitt Community College,PED-110-07CH,0,"Owens, F"
830,Pitt Community College,PED-110-08CH,0,"Owens, F"
831,Pitt Community College,PET-112-01IN,3,"Clinefelter, S"
832,Pitt Community College,PET-125-01IN,3,"Griffith, T"
833,Pitt Community College,PET-225-01IN,4,"Griffith, T"
834,Pitt Community College,PHI-240-02IN,2,"Daniels, C"
835,Pitt Community College,PHI-240-03IN,0,"Daniels, C"
836,Pitt Community College,PHI-240-04IN,3,"Daniels, C"
837,Pitt Community College,PHI-240-08IN,0,"Daniels, C"
838,Pitt Community College,PHI-240-10IN,1,"Daniels, C"
839,Pitt Community College,PHI-240-20IN,1,"Daniels, C"
840,Pitt Community College,PHI-240-30IN,2,"Alston, B"
841,Pitt Community College,PHI-240-31IN,1,"Rhodes, D"
842,Pitt Community College,PHI-240-32IN,12,"Rhodes, D"
843,Pitt Community College,PHI-240-34IN,2,"Wooster, B"
844,Pitt Community College,PHI-240-35IN,15,"Rhodes, D"
845,Pitt Community College,PHI-240-40IN,17,"Cannon, L"
846,Pitt Community College,POL-120-01IN,1,"Clark, L"
847,Pitt Community College,POL-120-02IN,2,"Cooley, A"
848,Pitt Community College,POL-120-03IN,2,"Cooley, A"
849,Pitt Community College,PSY-150-01IN,3,"Addison, J"
850,Pitt Community College,PSY-150-02IN,1,"Cahoon, J"
851,Pitt Community College,PSY-150-03IN,3,"Addison, J"
852,Pitt Community College,PSY-150-04IN,1,"Cathey, B"
853,Pitt Community College,PSY-150-05IN,1,"Cathey, B"
854,Pitt Community College,PSY-150-06IN,1,"Cahoon, J"
855,Pitt Community College,PSY-150-07IN,2,"Addison, J"
856,Pitt Community College,PSY-150-09IN,0,"Cahoon, J"
857,Pitt Community College,PSY-150-11IN,2,"Cahoon, J"
858,Pitt Community College,PSY-150-12IN,2,"Cathey, B"
859,Pitt Community College,PSY-150-13IN,4,"Addison, J"
860,Pitt Community College,PSY-150-14IN,5,"Adams, P"
861,Pitt Community College,PSY-150-15IN,1,"Addison, J"
862,Pitt Community College,PSY-150-16IN,4,"Adams, P"
863,Pitt Community College,PSY-150-17IN,2,"Cahoon, J"
864,Pitt Community College,PSY-150-18IN,5,"Ruiz, M"
865,Pitt Community College,PSY-150-19IN,5,"Addison, J"
866,Pitt Community College,PSY-150-20IN,4,"Addison, J"
867,Pitt Community College,PSY-150-21IN,2,"Cathey, B"
868,Pitt Community College,PSY-150-22IN,2,"Cathey, B"
869,Pitt Community College,PSY-150-23IN,0,"Cathey, B"
870,Pitt Community College,PSY-150-24IN,2,"Cathey, B"
871,Pitt Community College,PSY-150-25IN,2,"Addison, J"
872,Pitt Community College,PSY-150-26IN,0,"Ruiz, M"
873,Pitt Community College,PSY-241-01IN,3,"Cathey, B"
874,Pitt Community College,PSY-241-02IN,1,"Addison, J"
875,Pitt Community College,PSY-241-03IN,0,"Cahoon, J"
876,Pitt Community College,PSY-241-04IN,4,"Adams, P"
877,Pitt Community College,PSY-241-05IN,2,"Ruiz, M"
878,Pitt Community College,PSY-241-07IN,1,"Ruiz, M"
879,Pitt Community College,PSY-241-09IN,0,"Cahoon, J"
880,Pitt Community College,PSY-241-12IN,4,"Cahoon, J"
881,Pitt Community College,PSY-281-01IN,1,"Cahoon, J"
882,Pitt Community College,PSY-281-02IN,1,"Adams, P"
883,Pitt Community College,PSY-281-03IN,3,"Adams, P"
884,Pitt Community College,RAD-110-01IN,3,"Opphile, V"
885,Pitt Community College,RAD-211-01IN,1,"Daniel, M"
886,Pitt Community College,RAD-231-01IN,1,"Beamon, M"
887,Pitt Community College,RCP-113-01IN,5,"Sugg, W"
888,Pitt Community College,REL-110-01IN,0,"Mozingo, J"
889,Pitt Community College,REL-110-02IN,7,"Mozingo, J"
890,Pitt Community College,RTT-210-01IN,2,"Grant, K"
891,Pitt Community College,RTT-221-01IN,2,"Spencer, F"
892,Pitt Community College,SAB-110-01IN,5,"Herrington, C"
893,Pitt Community College,SAB-110-02IN,4,"Herrington, C"
894,Pitt Community College,SAB-110-03IN,5,"Moore, C"
895,Pitt Community College,SAB-120-02IN,8,"Herrington, C"
896,Pitt Community College,SAB-125-01IN,5,"Herrington, C"
897,Pitt Community College,SAB-135-01IN,6,"Peralta, A"
898,Pitt Community College,SAB-210-01IN,6,"Peralta, A"
899,Pitt Community College,SAB-240-01IN,13,"Lewis, N"
900,Pitt Community College,SEC-110-02IN,16,"Godwin, C"
901,Pitt Community College,SEC-150-01IN,3,"Jeansonne, J"
902,Pitt Community College,SEC-151-01IN,3,"Jeansonne, J"
903,Pitt Community College,SGD-111-01IN,1,"Bivans, T"
904,Pitt Community College,SGD-112-03IN,6,"Murray, B"
905,Pitt Community College,SGD-112-04IN,0,"Bivans, T"
906,Pitt Community College,SGD-116-01IN,2,"Murray, B"
907,Pitt Community College,SGD-214-02IN,12,"Murray, B"
908,Pitt Community College,SOC-210-01IN,1,"Gaither, P"
909,Pitt Community College,SOC-210-02IN,1,"Smith, C"
910,Pitt Community College,SOC-210-03IN,1,"Gaither, P"
911,Pitt Community College,SOC-210-04IN,3,"Gaither, P"
912,Pitt Community College,SOC-210-05IN,2,"Gaither, P"
913,Pitt Community College,SOC-210-07IN,1,"Stanton, R"
914,Pitt Community College,SOC-210-08IN,0,"Gingras, H"
915,Pitt Community College,SOC-210-09IN,3,"Gaither, P"
916,Pitt Community College,SOC-210-11IN,2,"Gaither, P"
917,Pitt Community College,SOC-210-12IN,2,"Ceres, S"
918,Pitt Community College,SOC-210-13IN,3,"Marriner, K"
919,Pitt Community College,SOC-210-JPIN,0,"Marriner, K"
920,Pitt Community College,SOC-213-01IN,4,"Marriner, K"
921,Pitt Community College,SOC-213-02IN,6,"Marriner, K"
922,Pitt Community College,SOC-213-03IN,0,"Marriner, K"
923,Pitt Community College,SOC-213-04IN,3,"Marriner, K"
924,Pitt Community College,SOC-213-05IN,9,"Marriner, K"
925,Pitt Community College,SOC-213-06IN,12,"Marriner, K"
926,Pitt Community College,SOC-213-07IN,11,"Smith, C"
927,Pitt Community College,SOC-213-08IN,5,"Marriner, K"
928,Pitt Community College,SON-111-01IN,0,"Manning-Moore, A"
929,Pitt Community College,SON-225-01IN,2,"Costanzo, H"
930,Pitt Community College,SON-225-02IN,2,"Weber, A"
931,Pitt Community College,SON-241-01IN,2,"Speight, K"
932,Pitt Community College,SPA-111-04IN,2,"Irwin, A"
933,Pitt Community College,SPA-111-07IN,1,"Jones, F"
934,Pitt Community College,SPA-111-10IN,2,"Jones, F"
935,Pitt Community College,SPA-111-11IN,4,"Jones, F"
936,Pitt Community College,SPA-111-12IN,4,"Jones, F"
937,Pitt Community College,SPA-111-20IN,2,"Jimenez-Leary, A"
938,Pitt Community College,SPA-111-21IN,0,"Jimenez-Leary, A"
939,Pitt Community College,SPA-111-22IN,2,"Jimenez-Leary, A"
940,Pitt Community College,SPA-111-23IN,2,"Jimenez-Leary, A"
941,Pitt Community College,SPA-111-24IN,1,"Jimenez-Leary, A"
942,Pitt Community College,SPA-111-25IN,1,"Irwin, A"
943,Pitt Community College,SPA-112-01IN,2,"Jones, F"
944,Pitt Community College,SPA-112-04IN,7,"Jones, F"
945,Pitt Community College,SPA-211-20IN,17,"Jimenez-Leary, A"
946,Pitt Community College,SST-140-02IN,0,"Hofler, W"
947,Pitt Community College,SWK-110-02IN,1,"Desoto, R"
948,Pitt Community College,WBL-115-03IN,9,"Leggett, T"
949,Pitt Community College,WBL-115-42IN,5,"Civils, L"
950,Pitt Community College,WBL-115-43IN,7,"Herrington, C"
951,Pitt Community College,WBL-125-03IN,9,"Leggett, T"
952,Pitt Community College,WBL-125-43IN,7,"Herrington, C"
953,Pitt Community College,WEB-210-01IN,10,"Cotnam, S"
954,Pitt Community College,WEB-215-01IN,9,"Cotnam, S"
955,Pitt Community College,WEB-250-01IN,14,"Cotnam, S"
956,Pitt Community College,BIO-155-01IN,3,"Needham, S"
957,Pitt Community College,BIO-161-01IN,12,"Clift, L"
958,Pitt Community College,BIO-163-01IN,6,"Needham, S"
959,Pitt Community College,BIO-163-03IN,4,"Needham, S"
960,Pitt Community College,BIO-163-04IN,5,"Arno, J"
961,Pitt Community College,BIO-163-05IN,6,"Arno, J"
962,Pitt Community College,BIO-163-06IN,5,"Needham, S"
963,Pitt Community College,BIO-163-09IN,4,"Needham, S"
964,Pitt Community College,BIO-163-81IN,3,"Augustino, K"
965,Pitt Community College,BIO-168-02IN,6,"Hollis, S"
966,Pitt Community College,BIO-168-03IN,2,"Augustino, K"
967,Pitt Community College,BIO-168-04IN,3,"Clift, R"
968,Pitt Community College,BIO-168-05IN,7,"Clift, R"
969,Pitt Community College,BIO-168-06IN,4,"Augustino, K"
970,Pitt Community College,BIO-168-07IN,6,"Augustino, K"
971,Pitt Community College,BIO-168-08IN,4,"McGee, L"
972,Pitt Community College,BIO-168-09IN,5,"Clift, R"
973,Pitt Community College,BIO-168-10IN,6,"McGee, L"
974,Pitt Community College,BIO-168-11IN,4,"McGee, L"
975,Pitt Community College,BIO-168-12IN,13,"Buck, J"
976,Pitt Community College,BIO-168-13IN,11,"Buck, J"
977,Pitt Community College,BIO-168-15IN,5,"Moss, J"
978,Pitt Community College,BIO-168-19IN,18,"Clift, R"
979,Pitt Community College,BIO-168-81IN,11,"Moss, J"
980,Pitt Community College,BIO-168-82IN,14,"Devine, J"
981,Pitt Community College,BIO-169-01IN,6,"Kenny, B"
982,Pitt Community College,BIO-169-02IN,4,"Hollis, S"
983,Pitt Community College,BIO-169-03IN,7,"Kenny, B"
984,Pitt Community College,BIO-169-04IN,4,"Hollis, S"
985,Pitt Community College,BIO-169-05IN,6,"Hollis, S"
986,Pitt Community College,BIO-169-81IN,15,"Kenny, B"
987,Pitt Community College,BIO-169-82IN,8,"Hollis, S"
988,Pitt Community College,BPR-111-01IN,0,"Jones, C"
989,Pitt Community College,BPR-111-03IN,1,"Jones, C"
990,Pitt Community College,BPR-111-04IN,0,"Lewis, O"
991,Pitt Community College,BPR-121-01IN,10,"Filmore, W"
992,Pitt Community College,BPR-121-05IN,3,"Pollock, D"
993,Pitt Community College,BTC-150-01IN,4,"Weeks, C"
994,Pitt Community College,BTC-181-01IN,2,"Weeks, C"
995,Pitt Community College,BTC-250-01IN,3,"Weeks, C"
996,Pitt Community College,BUS-110-08IN,2,"Taunton, J"
997,Pitt Community College,BUS-110-09IN,0,"Johnston, K"
998,Pitt Community College,BUS-110-10IN,1,"Saint-Ulysse, B"
999,Pitt Community College,BUS-110-11IN,1,"Saint-Ulysse, B"
1000,Pitt Community College,BUS-110-12IN,7,"Johnston, K"
1001,Pitt Community College,BUS-110-14IN,6,"Wadford, A"
1002,Pitt Community College,BUS-110-61IN,8,"Gay, F"
1003,Pitt Community College,BUS-110-62IN,0,"Wadford, A"
1004,Pitt Community College,BUS-110-65IN,8,"Saint-Ulysse, B"
1005,Pitt Community College,BUS-115-05IN,8,"Entzminger, P"
1006,Pitt Community College,BUS-115-06IN,5,"Entzminger, P"
1007,Pitt Community College,BUS-115-07IN,10,"Entzminger, P"
1008,Pitt Community College,BUS-115-09IN,13,"Webb, T"
1009,Pitt Community College,BUS-115-62IN,5,"Entzminger, D"
1010,Pitt Community College,BUS-121-02IN,0,"Griffin, L"
1011,Pitt Community College,BUS-121-03IN,4,"Griffin, L"
1012,Pitt Community College,BUS-137-04IN,4,"Taunton, J"
1013,Pitt Community College,BUS-137-05IN,3,"Hildebrand, D"
1014,Pitt Community College,BUS-137-06IN,6,"Hildebrand, D"
1015,Pitt Community College,BUS-137-60IN,6,"Gay, F"
1016,Pitt Community College,BUS-137-61IN,6,"Gay, F"
1017,Pitt Community College,BUS-137-63IN,10,"Gay, F"
1018,Pitt Community College,BUS-151-03IN,3,"Saint-Ulysse, B"
1019,Pitt Community College,BUS-151-04IN,1,"Saint-Ulysse, B"
1020,Pitt Community College,BUS-151-60IN,2,"Johnston, K"
1021,Pitt Community College,BUS-151-61IN,5,"Moody, K"
1022,Pitt Community College,BUS-151-62IN,3,"Moody, K"
1023,Pitt Community College,BUS-151-63IN,14,"Moody, K"
1024,Pitt Community College,BUS-153-02IN,1,"Taunton, J"
1025,Pitt Community College,BUS-153-03IN,6,"Moody, K"
1026,Pitt Community College,BUS-153-04IN,1,"Wadford, A"
1027,Pitt Community College,BUS-217-01IN,0,"Rhem, D"
1028,Pitt Community College,BUS-217-02IN,8,"Moody, K"
1029,Pitt Community College,BUS-225-02IN,2,"Rhem, D"
1030,Pitt Community College,BUS-225-03IN,10,"Rhem, D"
1031,Pitt Community College,BUS-230-02IN,17,"Taunton, J"
1032,Pitt Community College,BUS-234-01IN,5,"Rhem, D"
1033,Pitt Community College,BUS-238-02IN,0,"Rhem, D"
1034,Pitt Community College,BUS-240-02IN,1,"Hildebrand, D"
1035,Pitt Community College,BUS-240-03IN,2,"Hildebrand, D"
1036,Pitt Community College,BUS-256-01IN,0,"Rhem, D"
1037,Pitt Community College,BUS-258-01IN,0,"Mozingo, K"
1038,Pitt Community College,BUS-260-01IN,3,"Worthington, K"
1039,Pitt Community College,CAT-210-01IH,6,"Clinefelter, C"
1040,Pitt Community College,CAT-211-01IH,6,"Clinefelter, C"
1041,Pitt Community College,CET-111C-01IN,0,"Tyndall, P"
1042,Pitt Community College,CET-111L-01IN,2,"Tyndall, P"
1043,Pitt Community College,CHM-130-81IN,12,"Pearce, K"
1044,Pitt Community College,CHM-130A-81IN,12,"Pearce, K"
1045,Pitt Community College,CHM-131-01IN,7,"Karaivanova, V"
1046,Pitt Community College,CHM-131-02IN,10,"Karaivanova, V"
1047,Pitt Community College,CHM-131-03IN,14,"Karaivanova, V"
1048,Pitt Community College,CHM-131-04IN,3,"Pearce, K"
1049,Pitt Community College,CHM-131A-01IN,7,"Karaivanova, V"
1050,Pitt Community College,CHM-131A-02IN,10,"Karaivanova, V"
1051,Pitt Community College,CHM-131A-03IN,14,"Karaivanova, V"
1052,Pitt Community College,CHM-131A-04IN,3,"Pearce, K"
1053,Pitt Community College,CHM-131A-05IN,16,"Pearce, K"
1054,Pitt Community College,CIS-110-11IN,4,"Smith, C"
1055,Pitt Community College,CIS-110-12IN,6,"Sypawka, W"
1056,Pitt Community College,CIS-110-13IN,4,"Pritchard, Y"
1057,Pitt Community College,CIS-110-14IN,1,"Mozingo, S"
1058,Pitt Community College,CIS-110-15IN,2,"Garner, A"
1059,Pitt Community College,CIS-110-16IN,5,"Garner, A"
1060,Pitt Community College,CIS-110-17IN,7,"Mobley, J"
1061,Pitt Community College,CIS-110-18IN,8,"Mozingo, S"
1062,Pitt Community College,CIS-110-19IN,4,"Pritchard, Y"
1063,Pitt Community College,CIS-110-20IN,3,"Whitfield, D"
1064,Pitt Community College,CIS-110-21IN,4,"Smith, C"
1065,Pitt Community College,CIS-110-22IN,12,"Mobley, J"
1066,Pitt Community College,CIS-110-64IN,16,"Smith, C"
1067,Pitt Community College,CIS-110-65IN,0,"Smith, C"
1068,Pitt Community College,CIS-110-66IN,0,
1069,Pitt Community College,CIS-110-67IN,0,
1070,Pitt Community College,CIS-110-68IN,0,
1071,Pitt Community College,CIS-111-01IN,9,"Smith, C"
1072,Pitt Community College,CJC-111-04IN,6,"Joyner, S"
1073,Pitt Community College,CJC-111-05IN,11,"Ellis, D"
1074,Pitt Community College,CJC-111-09IN,5,"Joyner, S"
1075,Pitt Community College,CJC-111-10IN,8,"Harrison, C"
1076,Pitt Community College,CJC-112-02IN,8,"Ellis, D"
1077,Pitt Community College,CJC-112-04IN,16,"Ellis, D"
1078,Pitt Community College,CJC-113-01IN,2,"Joyner, S"
1079,Pitt Community College,CJC-113-05IN,11,"Joyner, S"
1080,Pitt Community College,CJC-114-02IN,1,"Harrison, C"
1081,Pitt Community College,CJC-114-03IN,6,"Harrison, C"
1082,Pitt Community College,CJC-120-02IN,9,"Harrison, C"
1083,Pitt Community College,CJC-121-03IN,4,"Nicholson, M"
1084,Pitt Community College,CJC-121-06IN,8,"Nicholson, M"
1085,Pitt Community College,CJC-122-01IN,5,"Harrison, C"
1086,Pitt Community College,CJC-131-02IN,4,"Joyner, S"
1087,Pitt Community College,CJC-131-06IN,9,"Ellis, D"
1088,Pitt Community College,CJC-141-02IN,1,"Joyner, S"
1089,Pitt Community College,CJC-141-03IN,3,"Ellis, D"
1090,Pitt Community College,CJC-160-02IN,8,"Nicholson, M"
1091,Pitt Community College,CJC-211-02IN,9,"Ellis, D"
1092,Pitt Community College,CJC-212-02IN,6,"Harrison, C"
1093,Pitt Community College,CJC-212-03IN,6,"Harrison, C"
1094,Pitt Community College,CJC-213-02IN,8,"Ellis, D"
1095,Pitt Community College,CJC-214-02IN,10,"Ellis, D"
1096,Pitt Community College,CJC-221-02IN,11,"Nicholson, M"
1097,Pitt Community College,CJC-221-03IN,12,"Nicholson, M"
1098,Pitt Community College,CJC-222-01IN,13,"Nicholson, M"
1099,Pitt Community College,CJC-231-01IN,8,"Nicholson, M"
1100,Pitt Community College,CJC-231-03IN,9,"Nicholson, M"
1101,Pitt Community College,CJC-241-02IN,11,"Harrison, C"
1102,Pitt Community College,CMT-210-02IN,2,"Powell, H"
1103,Pitt Community College,CMT-210-03IN,1,"Powell, H"
1104,Pitt Community College,COM-110-01IN,3,"Matthews, J"
1105,Pitt Community College,COM-110-02IN,2,"Matthews, J"
1106,Pitt Community College,COM-110-03IN,6,"Matthews, J"
1107,Pitt Community College,COM-110-10IN,3,"Matthews, J"
1108,Pitt Community College,COM-110-11IN,7,"Matthews, J"
1109,Pitt Community College,COM-110-30IN,22,"Matthews, J"
1110,Pitt Community College,COM-120-02IN,1,"Simmons, A"
1111,Pitt Community College,COM-120-03IN,0,"Simmons, A"
1112,Pitt Community College,COM-120-04IN,0,"Simmons, A"
1113,Pitt Community College,COM-120-10IN,0,"Goodman, J"
1114,Pitt Community College,COM-120-15IN,2,"Howard, C"
1115,Pitt Community College,COM-120-20IN,1,"Howard, C"
1116,Pitt Community College,COM-120-21IN,1,"Howard, C"
1117,Pitt Community College,COM-120-22IN,1,"Goodman, J"
1118,Pitt Community College,COM-120-23IN,0,"Pastor, C"
1119,Pitt Community College,COM-120-24IN,3,"Pastor, C"
1120,Pitt Community College,COM-120-30IN,4,"Morrisey, M"
1121,Pitt Community College,COM-120-35IN,0,"Howard, C"
1122,Pitt Community College,COM-120-36IN,0,"Morrisey, M"
1123,Pitt Community College,COM-120-37IN,0,"Howard, C"
1124,Pitt Community College,COM-120-38IN,12,"Goodman, J"
1125,Pitt Community College,COM-120-39IN,13,"Goodman, J"
1126,Pitt Community College,COM-140-01IN,5,"Jones, K"
1127,Pitt Community College,COM-140-02IN,10,"Jones, K"
1128,Pitt Community College,COM-231-05IN,0,"Howard, C"
1129,Pitt Community College,COM-231-06CH,1,"Goodman, J"
1130,Pitt Community College,COM-231-07CH,0,"Gray, A"
1131,Pitt Community College,COM-231-08IN,1,"Goodman, J"
1132,Pitt Community College,COM-231-09CH,1,"Goodman, J"
1133,Pitt Community College,COM-231-10IN,2,"Howard, C"
1134,Pitt Community College,COM-231-22IN,5,"Stone, M"
1135,Pitt Community College,COM-231-30IN,0,"Holsten, A"
1136,Pitt Community College,COM-231-32IN,2,"Holsten, A"
1137,Pitt Community College,COM-231-36IN,0,"Holsten, A"
1138,Pitt Community College,COM-231-50IN,1,"Catalano, M"
1139,Pitt Community College,COM-231-51IN,5,"Butts, M"
1140,Pitt Community College,COM-231-52IN,5,"Butts, M"
1141,Pitt Community College,COM-231-54IN,0,"Jones, K"
1142,Pitt Community College,COM-231-55IN,9,"Jones, K"
1143,Pitt Community College,COM-231-56IN,11,"Catalano, M"
1144,Pitt Community College,COM-231-57IN,2,"Howard, C"
1145,Pitt Community College,COM-231-58IN,12,"Stone, M"
1146,Pitt Community College,COM-231-60IN,2,"Logemann, A"
1147,Pitt Community College,COM-231-61IN,0,"Umphlett, C"
1148,Pitt Community College,COM-231-80IN,0,"Logemann, A"
1149,Pitt Community College,CSC-118-01IN,1,"Bivans, T"
1150,Pitt Community College,CSC-120-01IN,5,"Sypawka, W"
1151,Pitt Community College,CSC-121-01IN,2,"Armwood, T"
1152,Pitt Community College,CSC-121-02IN,6,"Armwood, T"
1153,Pitt Community College,CSC-151-01IN,2,"Sypawka, W"
1154,Pitt Community College,CSC-151-02IN,1,"Sypawka, W"
1155,Pitt Community College,CSC-253-01IN,10,"Armwood, T"
1156,Pitt Community College,CTI-110-03IN,1,"Mozingo, S"
1157,Pitt Community College,CTI-110-04IN,0,"Cotnam, S"
1158,Pitt Community College,CTI-110-05IN,7,"Cotnam, S"
1159,Pitt Community College,CTI-120-03IN,4,"Allen, S"
1160,Pitt Community College,CTI-120-04IN,3,"Mobley, J"
1161,Pitt Community College,CTI-120-05IN,1,"Jeansonne, J"
1162,Pitt Community College,CTI-140-01IN,11,"Garner, A"
1163,Pitt Community College,CTI-175-01IN,3,"Sanders, R"
1164,Pitt Community College,CTS-115-02IN,2,"Garner, A"
1165,Pitt Community College,CTS-115-03IN,0,"Pritchard, Y"
1166,Pitt Community College,CTS-130-02IN,3,"Huggins, M"
1167,Pitt Community College,CTS-130-03IN,0,"Huggins, M"
1168,Pitt Community College,CTS-130-04IN,2,"Huggins, M"
1169,Pitt Community College,CTS-155-01IN,10,"Garner, A"
1170,Pitt Community College,CTS-220-01IN,6,"Pritchard, Y"
1171,Pitt Community College,CTS-285-01IN,6,"Armwood, T"
1172,Pitt Community College,CTS-288-01IN,1,"Robison, G"
1173,Pitt Community College,CTS-288-02IN,10,"Robison, G"
1174,Pitt Community College,DBA-120-01IN,6,"Whitfield, D"
1175,Pitt Community College,DFT-153-01IN,7,"Godwin, D"
1176,Pitt Community College,DOS-210-01IN,0,"Albertson, H"
1177,Pitt Community College,DOS-220-01IN,0,"Albertson, H"
1178,Pitt Community College,DOS-230-01IN,0,"Albertson, H"
1179,Pitt Community College,DOS-270-01IN,0,"Albertson, H"
1180,Pitt Community College,ECO-251-07IN,3,"Griffin, C"
1181,Pitt Community College,ECO-251-08IN,1,"Ambrose, A"
1182,Pitt Community College,ECO-251-09IN,11,"Ambrose, A"
1183,Pitt Community College,ECO-251-10IN,11,"Griffin, C"
1184,Pitt Community College,ECO-251-11IN,10,"Griffin, C"
1185,Pitt Community College,ECO-251-12IN,9,"Griffin, C"
1186,Pitt Community College,ECO-251-13IN,16,"Griffin, C"
1187,Pitt Community College,ECO-252-03IN,3,"Glover, J"
1188,Pitt Community College,ECO-252-04IN,2,"Glover, J"
1189,Pitt Community College,ECO-252-05IN,3,"Glover, J"
1190,Pitt Community College,EDU-119-02IN,8,"Brinkley, M"
1191,Pitt Community College,EDU-119-03IN,4,"Brinkley, M"
1192,Pitt Community College,EDU-119-04IN,2,"Brinkley, M"
1193,Pitt Community College,EDU-119-06IN,3,"Dunn, M"
1194,Pitt Community College,EDU-131-01IN,0,"Rees, M"
1195,Pitt Community College,EDU-144-02IN,1,"Dunn, M"
1196,Pitt Community College,EDU-144-04IN,9,"Powers, L"
1197,Pitt Community College,EDU-145-01IN,4,"Dunn, M"
1198,Pitt Community College,EDU-145-03IN,5,"Dunn, M"
1199,Pitt Community College,EDU-146-02IN,7,"Rees, M"
1200,Pitt Community College,EDU-151-02IN,6,"Whited, J"
1201,Pitt Community College,EDU-151A-02IN,5,"Whited, J"
1202,Pitt Community College,EDU-153-02IN,4,"Brinkley, M"
1203,Pitt Community College,EDU-221-02IN,5,"Powers, L"
1204,Pitt Community College,EDU-234-01IN,2,"Dunn, M"
1205,Pitt Community College,EDU-251-02IN,13,"Brinkley, M"
1206,Pitt Community College,EDU-261-01IN,11,"Byrd, L"
1207,Pitt Community College,EDU-262-02IN,12,"Rees, M"
1208,Pitt Community College,EDU-280-01IN,1,"Brinkley, M"
1209,Pitt Community College,EGR-120C-01IN,7,"Mabry, G"
1210,Pitt Community College,EGR-125-02IN,2,"Stephenson, A"
1211,Pitt Community College,ELC-111C-01IN,5,"Pollock, D"
1212,Pitt Community College,ELC-118-01IN,4,"Strickland, J"
1213,Pitt Community College,ELC-128C-01IN,0,"Tyndall, P"
1214,Pitt Community College,ELC-131C-01IN,6,"Whitlock, S"
1215,Pitt Community College,ELC-131L-01IN,2,"Whitlock, S, Tyndall, P"
1216,Pitt Community College,ELN-133C-01IN,10,"Whitlock, S"
1217,Pitt Community College,ELN-133L-01IN,1,"Whitlock, S, Tyndall, P"
1218,Pitt Community College,ELN-234-01IN,6,"Tyndall, P"
1219,Pitt Community College,ENG-002-02IN,7,"Leigh, J"
1220,Pitt Community College,ENG-002-03IN,8,"Leigh, J"
1221,Pitt Community College,ENG-002-04IN,5,"Collins, S"
1222,Pitt Community College,ENG-002-05IN,5,"Collins, S"
1223,Pitt Community College,ENG-002-06IN,8,"Bruton, G"
1224,Pitt Community College,ENG-002-07IN,9,"Bruton, G"
1225,Pitt Community College,ENG-002-13IN,1,"Franklin, E"
1226,Pitt Community College,ENG-002-14IN,3,"Franklin, E"
1227,Pitt Community College,ENG-002-15IN,2,"Franklin, E"
1228,Pitt Community College,ENG-002-16IN,7,"Leigh, J"
1229,Pitt Community College,ENG-002-17IN,1,"Franklin, E"
1230,Pitt Community College,ENG-011-CR55,1,"Vick, N"
1231,Pitt Community College,ENG-011-CR56,4,"Stone, S"
1232,Pitt Community College,ENG-011-CR57,4,"Stone, S"
1233,Pitt Community College,ENG-011-CR58,4,"Stone, S"
1234,Pitt Community College,ENG-011-CR59,2,"White, C"
1235,Pitt Community College,ENG-011-CR60,1,"White, C"
1236,Pitt Community College,ENG-011-CR61,2,"White, C"
1237,Pitt Community College,ENG-011-CR62,2,"Garcia, R"
1238,Pitt Community College,ENG-011-CR63,1,"Garcia, R"
1239,Pitt Community College,ENG-011-CR64,0,"White, C"
1240,Pitt Community College,ENG-011-CR65,3,"Johnson, S"
1241,Pitt Community College,ENG-011-CR66,1,"Fisher, V"
1242,Pitt Community College,ENG-011-CR67,4,"Fisher, V"
1243,Pitt Community College,ENG-011-CR68,1,"Thomas, V"
1244,Pitt Community College,ENG-011-CR85,4,"Juchniewicz, J"
1245,Pitt Community College,ENG-111-02IN,1,"Temple, S"
1246,Pitt Community College,ENG-111-03IN,1,"Temple, S"
1247,Pitt Community College,ENG-111-04IN,7,"Clark, J"
1248,Pitt Community College,ENG-111-06IN,0,"Wooten, R"
